19:26:45,142 INFO  [main] RawABListener:48 - Initing a RawABListener...
19:26:45,151 INFO  [main] Node:101 - PID: 14903
19:26:45,340 INFO  [main] NetworkManager:117 - NetworkManager tcp_nodelay: true
19:26:45,343 INFO  [main] NetworkManager:123 - NetworkManager tcp_crc: false
19:26:45,344 INFO  [main] NetworkManager:127 - NetworkManager buf_size: 2097152
19:26:45,362 INFO  [main] ElasticLearnerRole:93 - ElasticLearnerRole replication group 2
19:26:45,362 INFO  [main] ElasticLearnerRole:97 - ElasticLearnerRole initial ring 2
19:26:45,363 INFO  [main] ElasticLearnerRole:102 - ElasticLearnerRole deliver_skip_messages: enabled
19:26:45,369 INFO  [ElasticLearner] LearnerRole:102 - Learner recovery: disabled
19:26:45,371 INFO  [ElasticLearner] LearnerRole:108 - Learner auto_trim: disabled
19:26:45,373 INFO  [main-EventThread] RingManager:133 - RingManager ring 2 changed: [22, 23, 25] (succsessor: 22 at /10.10.1.8:2547)
19:26:45,378 INFO  [main-EventThread] RingManager:133 - RingManager ring 2 changed: [21, 22, 23, 25] (succsessor: 21 at /10.10.1.7:2136)
19:26:45,382 INFO  [main-EventThread] RingManager:133 - RingManager ring 2 changed: [21, 22, 23, 25] (succsessor: 21 at /10.10.1.7:2136)
19:26:45,389 INFO  [main] Replica:169 - Token [0], ringId [null], nodeId [25], snapshot_modulo [0], zoo_host [null], path [null], embebedLog [true], useDiskDb [true] with simple constructor
1671589605390, 0, 0
Reading from stdin
19:26:45,416 INFO  [main-EventThread] RingManager:133 - RingManager ring 2 changed: [21, 22, 23, 24, 25] (succsessor: 21 at /10.10.1.7:2136)
1671589606390, 0, 0
1671589607391, 0, 0
1671589608391, 0, 0
1671589609391, 0, 0
1671589610392, 43, 43
1671589611392, 253, 296
1671589612393, 253, 549
1671589613393, 245, 794
1671589614393, 242, 1036
1671589615394, 254, 1290
1671589616394, 251, 1541
1671589617394, 258, 1799
1671589618395, 248, 2047
1671589619395, 251, 2298
1671589620395, 251, 2549
1671589621396, 261, 2810
1671589622396, 253, 3063
1671589623396, 239, 3302
1671589624397, 235, 3537
1671589625397, 254, 3791
1671589626397, 239, 4030
1671589627398, 263, 4293
1671589628398, 256, 4549
1671589629398, 246, 4795
1671589630399, 257, 5052
1671589631399, 255, 5307
1671589632399, 241, 5548
1671589633400, 250, 5798
1671589634400, 275, 6073
1671589635401, 248, 6321
1671589636401, 250, 6571
1671589637401, 252, 6823
1671589638402, 263, 7086
1671589639402, 255, 7341
1671589640402, 168, 7509
1671589641402, 0, 7509
19:27:21,509 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$ConnectionLossException: KeeperErrorCode = ConnectionLoss for /ringpaxos/topology2/nodes
19:27:21,611 ERROR [main-EventThread] RingManager:232 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology2/nodes
19:27:21,612 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology2/learners
