__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
20:42:10,781 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.217s. Listening on: http://0.0.0.0:8888
20:42:10,788 INFO  quarkus:91 [main] Profile prod activated. 
20:42:10,788 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
20:42:14,800 INFO  LoggerController:66 [executor-thread-1] loggerRestClients size [2]
20:42:14,877 INFO  LoggerController:101 [executor-thread-1] Registering config [LoggerConfig [id=4, ring=1, replicas=1, pathPrefix=/media/disk1/]]
20:42:14,877 INFO  LoggerController:109 [executor-thread-1] Calling logger in url id [0] with id [4]
20:42:14,950 INFO  LoggerController:83 [executor-thread-2] Registering replica logger
20:42:15,266 INFO  ReplicaLoggerClient:66 [executor-thread-2] Path created [/media/disk1/d8c98ad7-23d8-4261-a6a2-619c259097d3]
1670730135267, 0, 0
1670730136267, 0, 0
1670730137268, 0, 0
1670730138268, 0, 0
1670730139268, 0, 0
1670730140269, 0, 0
1670730141269, 7102, 7102
1670730142270, 14196, 21298
1670730143270, 13099, 34397
1670730144271, 14677, 49074
1670730145272, 15272, 64346
1670730146272, 13653, 77999
1670730147273, 5751, 83750
1670730148273, 5698, 89448
1670730149273, 5454, 94902
1670730150274, 5567, 100469
1670730151274, 9634, 110103
1670730152275, 14942, 125045
1670730153284, 16389, 141434
1670730154284, 16212, 157646
1670730155285, 13685, 171331
1670730156285, 12716, 184047
1670730157286, 16531, 200578
1670730158286, 19445, 220023
1670730159287, 13160, 233183
1670730160287, 14800, 247983
1670730161287, 16814, 264797
1670730162288, 16917, 281714
1670730163288, 17190, 298904
1670730164288, 16605, 315509
1670730165289, 20168, 335677
1670730166289, 21249, 356926
1670730167289, 21103, 378029
1670730168290, 22824, 400853
1670730169290, 17856, 418709
1670730170290, 21641, 440350
1670730171291, 20795, 461145
1670730172291, 16800, 477945
1670730173292, 11430, 489375
1670730174292, 16703, 506078
1670730175293, 18205, 524283
1670730176293, 18168, 542451
1670730177293, 22987, 565438
1670730178294, 22700, 588138
1670730179294, 15213, 603351
1670730180294, 16140, 619491
1670730181295, 17320, 636811
1670730182295, 20375, 657186
1670730183295, 19786, 676972
1670730184296, 17222, 694194
1670730185296, 17218, 711412
1670730186296, 15195, 726607
1670730187297, 10223, 736830
1670730188297, 13641, 750471
1670730189298, 17903, 768374
1670730190311, 22847, 791221
1670730191311, 21093, 812314
1670730192311, 14767, 827081
1670730193312, 16166, 843247
1670730194312, 15881, 859128
1670730195313, 18367, 877495
1670730196313, 17339, 894834
1670730197313, 20705, 915539
1670730198314, 22540, 938079
1670730199314, 22543, 960622
1670730200314, 14638, 975260
1670730201315, 15494, 990754
1670730202317, 18301, 1009055
1670730203317, 23090, 1032145
1670730204318, 17729, 1049874
1670730205318, 21293, 1071167
1670730206318, 18542, 1089709
1670730207318, 16731, 1106440
1670730208319, 15974, 1122414
1670730209319, 15688, 1138102
1670730210319, 20453, 1158555
1670730211320, 21571, 1180126
1670730212320, 19151, 1199277
1670730213321, 19497, 1218774
1670730214321, 16307, 1235081
1670730215321, 18817, 1253898
1670730216321, 21327, 1275225
1670730217322, 21194, 1296419
1670730218322, 15919, 1312338
1670730219322, 17276, 1329614
1670730220323, 17641, 1347255
1670730221323, 17282, 1364537
1670730222323, 16689, 1381226
1670730223323, 19344, 1400570
1670730224324, 14316, 1414886
1670730225324, 17125, 1432011
1670730226324, 19295, 1451306
1670730227324, 18281, 1469587
1670730228325, 17455, 1487042
1670730229325, 15348, 1502390
1670730230338, 17933, 1520323
1670730231339, 22614, 1542937
1670730232339, 22272, 1565209
1670730233339, 22794, 1588003
1670730234345, 23146, 1611149
1670730235345, 23096, 1634245
1670730236345, 22500, 1656745
1670730237345, 22113, 1678858
1670730238346, 22863, 1701721
1670730239346, 22853, 1724574
1670730240347, 22770, 1747344
1670730241347, 22837, 1770181
1670730242347, 22321, 1792502
