__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
17:56:13,986 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.535s. Listening on: http://0.0.0.0:8888
17:56:13,993 INFO  quarkus:91 [main] Profile prod activated. 
17:56:13,993 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
17:56:17,667 INFO  LoggerController:69 [executor-thread-1] loggerRestClients size [2]
17:56:17,741 INFO  LoggerController:110 [executor-thread-1] Registering config [LoggerConfig [id=4, ring=1, replicas=1, pathPrefix=/media/disk1/]]
17:56:17,742 INFO  LoggerController:118 [executor-thread-1] Calling logger in url id [0] with id [4]
17:56:17,807 INFO  LoggerController:92 [executor-thread-2] Registering replica logger
17:56:18,119 INFO  ReplicaLoggerClient:78 [executor-thread-2] Path created [/media/disk1/5dea5e3b-36db-4c16-b7cd-dd66f969f4f9]
1672707378120, 0, 0
17:56:18,171 INFO  LoggerController:110 [executor-thread-1] Registering config [LoggerConfig [id=5, ring=2, replicas=1, pathPrefix=/media/disk1/]]
17:56:18,172 INFO  LoggerController:118 [executor-thread-1] Calling logger in url id [0] with id [5]
17:56:18,176 INFO  LoggerController:92 [executor-thread-2] Registering replica logger
17:56:18,265 INFO  ReplicaLoggerClient:78 [executor-thread-2] Path created [/media/disk1/6658c6a9-521c-49c8-bf1b-62b386dda1c0]
1672707379121, 0, 0
1672707380122, 0, 0
1672707381122, 0, 0
1672707382122, 0, 0
1672707383122, 0, 0
1672707384123, 3517, 3517
1672707385123, 14710, 18227
1672707386123, 15172, 33399
1672707387124, 9939, 43338
1672707388124, 12284, 55622
1672707389125, 12175, 67797
1672707390125, 17184, 84981
1672707391126, 15890, 100871
1672707392126, 13406, 114277
1672707393127, 17955, 132232
1672707394127, 18009, 150241
1672707395127, 20550, 170791
1672707396128, 22415, 193206
1672707397128, 23299, 216505
1672707398128, 22609, 239114
1672707399129, 13935, 253049
1672707400129, 22325, 275374
1672707401129, 20844, 296218
1672707402130, 22851, 319069
1672707403130, 21513, 340582
1672707404131, 19209, 359791
1672707405131, 22164, 381955
1672707406131, 19703, 401658
1672707407132, 20971, 422629
1672707408132, 20916, 443545
1672707409132, 13692, 457237
1672707410133, 18679, 475916
1672707411133, 19269, 495185
1672707412133, 14922, 510107
1672707413134, 11886, 521993
1672707414134, 15298, 537291
1672707415135, 17287, 554578
1672707416137, 19566, 574144
1672707417137, 23005, 597149
1672707418137, 23089, 620238
1672707419138, 22744, 642982
1672707420138, 22902, 665884
1672707421138, 23258, 689142
1672707422139, 22931, 712073
1672707423139, 22855, 734928
1672707424139, 22909, 757837
17:57:04,834 INFO  ReplicaLoggerClient:140 [executor-thread-1] Saving latencies
17:57:04,845 INFO  ReplicaLoggerClient:152 [executor-thread-1] File save
17:57:04,845 INFO  ReplicaLoggerClient:140 [executor-thread-1] Saving latencies
17:57:04,846 INFO  ReplicaLoggerClient:152 [executor-thread-1] File save
1672707425140, 17384, 775221
