12:53:23,590 INFO  [main] RawABListener:48 - Initing a RawABListener...
12:53:23,597 INFO  [main] Node:101 - PID: 6249
12:53:23,751 INFO  [main] NetworkManager:117 - NetworkManager tcp_nodelay: true
12:53:23,754 INFO  [main] NetworkManager:123 - NetworkManager tcp_crc: false
12:53:23,755 INFO  [main] NetworkManager:127 - NetworkManager buf_size: 2097152
12:53:23,769 INFO  [main] ElasticLearnerRole:93 - ElasticLearnerRole replication group 1
12:53:23,770 INFO  [main] ElasticLearnerRole:97 - ElasticLearnerRole initial ring 1
12:53:23,771 INFO  [main] ElasticLearnerRole:102 - ElasticLearnerRole deliver_skip_messages: enabled
12:53:23,780 INFO  [ElasticLearner] LearnerRole:102 - Learner recovery: enabled
12:53:23,782 INFO  [ElasticLearner] LearnerRole:108 - Learner auto_trim: disabled
12:53:23,792 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [2, 13] (succsessor: 2 at /10.10.1.3:2769)
12:53:23,797 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [2, 13, 15] (succsessor: 15 at /10.10.1.6:2349)
12:53:23,931 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 2, 13, 15] (succsessor: 15 at /10.10.1.6:2349)
12:53:23,950 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 2, 13, 14, 15] (succsessor: 14 at /10.10.1.5:2355)
12:53:24,644 INFO  [main] Replica:162 - Token [0], ringId [null], nodeId [13], snapshot_modulo [0], zoo_host [null], path [null], embebedLog [true], useDiskDb [true] with simple constructor
1669233204645, 0, 0
1669233205646, 0, 0
1669233206646, 0, 0
1669233207646, 0, 0
1669233208647, 0, 0
1669233209647, 0, 0
1669233210647, 0, 0
1669233211648, 0, 0
1669233212648, 0, 0
1669233213649, 0, 0
1669233214649, 0, 0
1669233215649, 0, 0
1669233216650, 0, 0
1669233217650, 0, 0
1669233218651, 0, 0
1669233219651, 0, 0
1669233220651, 0, 0
1669233221651, 0, 0
1669233222652, 0, 0
1669233223652, 0, 0
1669233224652, 0, 0
1669233225653, 0, 0
1669233226653, 0, 0
1669233227654, 952, 952
1669233228655, 7426, 8378
1669233229656, 7519, 15897
1669233230656, 7649, 23546
1669233231657, 7689, 31235
1669233232657, 7596, 38831
1669233233657, 7678, 46509
1669233234658, 7598, 54107
1669233235658, 7673, 61780
1669233236658, 7639, 69419
1669233237659, 7596, 77015
1669233238659, 7662, 84677
1669233239659, 7629, 92306
1669233240660, 7705, 100011
1669233241660, 7628, 107639
1669233242660, 7609, 115248
1669233243661, 7512, 122760
1669233244662, 5029, 127789
1669233245662, 211, 128000
1669233246662, 0, 128000
1669233247663, 0, 128000
1669233248663, 0, 128000
1669233249664, 0, 128000
1669233250664, 0, 128000
12:54:11,493 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/nodes
12:54:11,593 ERROR [main-EventThread] RingManager:232 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/nodes
12:54:11,593 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/learners
