__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
19:37:48,424 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.110s. Listening on: http://0.0.0.0:8888
19:37:48,431 INFO  quarkus:91 [main] Profile prod activated. 
19:37:48,432 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
19:37:52,507 INFO  LoggerController:69 [executor-thread-1] loggerRestClients size [2]
19:37:52,510 INFO  LoggerController:140 [executor-thread-1] Executing performance test with thread counter [1024] and ring counter [2]
19:37:52,951 INFO  ReplicaLoggerClient:78 [executor-thread-1] Path created [/media/disk1/26f3327d-49f8-4872-9344-8053ab068279]
1672713472952, 0, 0
19:37:53,043 INFO  ReplicaLoggerClient:78 [executor-thread-1] Path created [/media/disk2/1f584533-f077-4f70-8a25-a2b0f72259b1]
1672713473952, 26623, 26623
1672713474953, 41067, 67690
1672713475954, 44330, 112020
1672713476954, 42059, 154079
1672713477955, 45498, 199577
1672713478955, 47333, 246910
1672713479956, 50532, 297442
1672713480956, 52933, 350375
1672713481956, 51752, 402127
1672713482957, 51723, 453850
1672713483963, 50872, 504722
1672713484963, 50705, 555427
1672713485964, 46120, 601547
1672713486964, 46170, 647717
1672713487964, 51835, 699552
1672713488965, 52915, 752467
1672713489965, 42757, 795224
1672713490965, 44712, 839936
1672713491966, 51763, 891699
1672713492975, 35305, 927004
1672713493976, 48137, 975141
1672713494976, 46061, 1021202
1672713495976, 47052, 1068254
1672713496977, 39932, 1108186
1672713497977, 46749, 1154935
1672713498977, 39082, 1194017
1672713499978, 50000, 1244017
1672713500978, 51359, 1295376
1672713501978, 51681, 1347057
1672713502979, 51846, 1398903
