__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
19:38:56,421 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.488s. Listening on: http://0.0.0.0:8888
19:38:56,427 INFO  quarkus:91 [main] Profile prod activated. 
19:38:56,427 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
19:39:00,092 INFO  LoggerController:69 [executor-thread-1] loggerRestClients size [2]
19:39:00,094 INFO  LoggerController:140 [executor-thread-1] Executing performance test with thread counter [2048] and ring counter [2]
19:39:00,683 INFO  ReplicaLoggerClient:78 [executor-thread-1] Path created [/media/disk1/9bd915f4-9d84-4a0c-969b-44e1e84593ff]
1672713540684, 0, 0
19:39:00,775 INFO  ReplicaLoggerClient:78 [executor-thread-1] Path created [/media/disk2/48b2d8d1-addd-4245-8c02-70a63ea6226e]
1672713541685, 20227, 20227
1672713542687, 38593, 58820
1672713543687, 46595, 105415
1672713544688, 43919, 149334
1672713545689, 48190, 197524
1672713546689, 45155, 242679
1672713547689, 49225, 291904
1672713548690, 52885, 344789
1672713549690, 53632, 398421
1672713550690, 48357, 446778
1672713551690, 47110, 493888
1672713552691, 41519, 535407
1672713553691, 41349, 576756
1672713554691, 48144, 624900
1672713555692, 29001, 653901
1672713556692, 45564, 699465
1672713557692, 42878, 742343
1672713558693, 50351, 792694
1672713559693, 46244, 838938
1672713560693, 39310, 878248
1672713561693, 50478, 928726
1672713562694, 47696, 976422
1672713563694, 48603, 1025025
1672713564696, 47546, 1072571
1672713565696, 48877, 1121448
1672713566697, 39634, 1161082
1672713567697, 43132, 1204214
1672713568697, 44617, 1248831
1672713569698, 47211, 1296042
1672713570698, 37312, 1333354
1672713571698, 33691, 1367045
