__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
19:20:09,131 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.189s. Listening on: http://0.0.0.0:8888
19:20:09,137 INFO  quarkus:91 [main] Profile prod activated. 
19:20:09,138 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
19:20:13,240 INFO  LoggerController:66 [executor-thread-1] loggerRestClients size [2]
19:20:13,346 INFO  LoggerController:101 [executor-thread-1] Registering config [LoggerConfig [id=4, ring=1, replicas=1, pathPrefix=/media/disk1/]]
19:20:13,347 INFO  LoggerController:109 [executor-thread-1] Calling logger in url id [0] with id [4]
19:20:13,421 INFO  LoggerController:83 [executor-thread-2] Registering replica logger
19:20:13,730 INFO  ReplicaLoggerClient:66 [executor-thread-2] Path created [/media/disk1/1a919b38-974e-4278-8d4c-e7c60761a220]
1671589213731, 0, 0
19:20:13,787 INFO  LoggerController:101 [executor-thread-1] Registering config [LoggerConfig [id=5, ring=2, replicas=1, pathPrefix=/media/disk1/]]
19:20:13,788 INFO  LoggerController:109 [executor-thread-1] Calling logger in url id [0] with id [5]
19:20:13,792 INFO  LoggerController:83 [executor-thread-2] Registering replica logger
19:20:13,883 INFO  ReplicaLoggerClient:66 [executor-thread-2] Path created [/media/disk1/30d55e66-dde1-41cf-b655-6354454e83a2]
1671589214732, 0, 0
1671589215733, 0, 0
1671589216733, 0, 0
1671589217733, 0, 0
1671589218734, 0, 0
1671589219734, 137, 137
1671589220734, 249, 386
1671589221735, 246, 632
1671589222735, 244, 876
1671589223735, 238, 1114
1671589224736, 241, 1355
1671589225736, 247, 1602
1671589226736, 251, 1853
1671589227737, 248, 2101
1671589228737, 263, 2364
1671589229737, 240, 2604
1671589230738, 250, 2854
1671589231738, 253, 3107
1671589232738, 242, 3349
1671589233739, 255, 3604
1671589234739, 257, 3861
1671589235739, 246, 4107
1671589236740, 252, 4359
1671589237740, 245, 4604
1671589238740, 240, 4844
1671589239741, 246, 5090
1671589240741, 256, 5346
1671589241741, 241, 5587
1671589242742, 246, 5833
1671589243742, 240, 6073
1671589244742, 249, 6322
1671589245743, 249, 6571
1671589246743, 268, 6839
1671589247743, 245, 7084
1671589248743, 259, 7343
1671589249744, 68, 7411
1671589250744, 0, 7411
1671589251744, 0, 7411
