21:17:43,130 INFO  [main] Client:126 - thinkingTime [50], writePercentage [100], trackerNumber [1000]
21:17:43,144 INFO  [main] Client:224 - Start performance testing with [64] threads, experimentTimeSeconds [30], commandSize [1024] bytes)
21:17:43,158 INFO  [ClientStatsWriter] Client:203 - Commands sent 0, Response received 0, Total Commands 0, Total Responses 0, Avg latency (ms) 0.00, Lantencies size 0,
21:17:44,167 INFO  [ClientStatsWriter] Client:203 - Commands sent 1753, Response received 1740, Total Commands 1753, Total Responses 1740, Avg latency (ms) 2.20, Lantencies size 1,
21:17:45,168 INFO  [ClientStatsWriter] Client:203 - Commands sent 2018, Response received 2025, Total Commands 3771, Total Responses 3765, Avg latency (ms) 2.12, Lantencies size 2,
21:17:46,170 INFO  [ClientStatsWriter] Client:203 - Commands sent 2011, Response received 2013, Total Commands 5782, Total Responses 5778, Avg latency (ms) 2.07, Lantencies size 2,
21:17:47,171 INFO  [ClientStatsWriter] Client:203 - Commands sent 2029, Response received 2031, Total Commands 7811, Total Responses 7809, Avg latency (ms) 1.78, Lantencies size 2,
21:17:48,176 INFO  [ClientStatsWriter] Client:203 - Commands sent 1994, Response received 1992, Total Commands 9805, Total Responses 9801, Avg latency (ms) 2.41, Lantencies size 2,
21:17:49,177 INFO  [ClientStatsWriter] Client:203 - Commands sent 2051, Response received 2049, Total Commands 11856, Total Responses 11850, Avg latency (ms) 2.03, Lantencies size 2,
21:17:50,179 INFO  [ClientStatsWriter] Client:203 - Commands sent 2021, Response received 2022, Total Commands 13877, Total Responses 13872, Avg latency (ms) 2.03, Lantencies size 2,
21:17:51,181 INFO  [ClientStatsWriter] Client:203 - Commands sent 2034, Response received 2035, Total Commands 15911, Total Responses 15907, Avg latency (ms) 2.05, Lantencies size 2,
21:17:52,183 INFO  [ClientStatsWriter] Client:203 - Commands sent 2012, Response received 2014, Total Commands 17923, Total Responses 17921, Avg latency (ms) 1.58, Lantencies size 2,
21:17:53,184 INFO  [ClientStatsWriter] Client:203 - Commands sent 2038, Response received 2035, Total Commands 19961, Total Responses 19956, Avg latency (ms) 1.94, Lantencies size 2,
21:17:54,185 INFO  [ClientStatsWriter] Client:203 - Commands sent 2037, Response received 2036, Total Commands 21998, Total Responses 21992, Avg latency (ms) 2.04, Lantencies size 2,
21:17:55,186 INFO  [ClientStatsWriter] Client:203 - Commands sent 2037, Response received 2041, Total Commands 24035, Total Responses 24033, Avg latency (ms) 1.83, Lantencies size 3,
21:17:56,187 INFO  [ClientStatsWriter] Client:203 - Commands sent 2031, Response received 2028, Total Commands 26066, Total Responses 26061, Avg latency (ms) 2.15, Lantencies size 2,
21:17:57,194 INFO  [ClientStatsWriter] Client:203 - Commands sent 2041, Response received 2040, Total Commands 28107, Total Responses 28101, Avg latency (ms) 1.85, Lantencies size 2,
21:17:58,196 INFO  [ClientStatsWriter] Client:203 - Commands sent 2003, Response received 2006, Total Commands 30110, Total Responses 30107, Avg latency (ms) 1.85, Lantencies size 2,
21:17:59,205 INFO  [ClientStatsWriter] Client:203 - Commands sent 2043, Response received 2043, Total Commands 32153, Total Responses 32150, Avg latency (ms) 1.88, Lantencies size 2,
21:18:00,206 INFO  [ClientStatsWriter] Client:203 - Commands sent 2004, Response received 2005, Total Commands 34157, Total Responses 34155, Avg latency (ms) 1.70, Lantencies size 2,
21:18:01,207 INFO  [ClientStatsWriter] Client:203 - Commands sent 2044, Response received 2044, Total Commands 36201, Total Responses 36199, Avg latency (ms) 1.74, Lantencies size 2,
