__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
19:50:57,925 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.499s. Listening on: http://0.0.0.0:8888
19:50:57,932 INFO  quarkus:91 [main] Profile prod activated. 
19:50:57,932 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
19:51:01,504 INFO  LoggerController:69 [executor-thread-1] loggerRestClients size [2]
19:51:01,507 INFO  LoggerController:140 [executor-thread-1] Executing performance test with thread counter [8] and ring counter [1]
19:51:02,045 INFO  ReplicaLoggerClient:78 [executor-thread-1] Path created [/media/disk1/401a10bf-36be-4a5e-8952-b3aa71db449e]
1672714262046, 0, 0
1672714263046, 284, 284
1672714264047, 265, 549
1672714265047, 265, 814
1672714266047, 283, 1097
1672714267047, 278, 1375
1672714268048, 277, 1652
1672714269048, 265, 1917
1672714270048, 264, 2181
1672714271049, 266, 2447
1672714272049, 251, 2698
1672714273049, 286, 2984
1672714274050, 261, 3245
1672714275050, 268, 3513
1672714276050, 261, 3774
1672714277050, 274, 4048
1672714278051, 272, 4320
1672714279051, 258, 4578
1672714280051, 259, 4837
1672714281052, 280, 5117
1672714282052, 254, 5371
1672714283052, 258, 5629
1672714284060, 266, 5895
1672714285060, 259, 6154
1672714286061, 276, 6430
1672714287061, 285, 6715
1672714288061, 268, 6983
1672714289062, 274, 7257
1672714290062, 273, 7530
1672714291062, 267, 7797
1672714292062, 263, 8060
