__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
17:36:36,639 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.549s. Listening on: http://0.0.0.0:8888
17:36:36,646 INFO  quarkus:91 [main] Profile prod activated. 
17:36:36,646 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
17:36:40,256 INFO  LoggerController:66 [executor-thread-1] loggerRestClients size [2]
17:36:40,307 INFO  LoggerController:101 [executor-thread-1] Registering config [LoggerConfig [id=4, ring=1, replicas=1, pathPrefix=/media/disk1/]]
17:36:40,307 INFO  LoggerController:109 [executor-thread-1] Calling logger in url id [0] with id [4]
17:36:40,363 INFO  LoggerController:83 [executor-thread-2] Registering replica logger
17:36:40,669 INFO  ReplicaLoggerClient:66 [executor-thread-2] Path created [/media/disk1/a550a59d-8575-4953-a616-38a69d510b8c]
1671583000670, 0, 0
17:36:40,727 INFO  LoggerController:101 [executor-thread-1] Registering config [LoggerConfig [id=5, ring=2, replicas=1, pathPrefix=/media/disk1/]]
17:36:40,728 INFO  LoggerController:109 [executor-thread-1] Calling logger in url id [0] with id [5]
17:36:40,733 INFO  LoggerController:83 [executor-thread-2] Registering replica logger
17:36:40,823 INFO  ReplicaLoggerClient:66 [executor-thread-2] Path created [/media/disk1/3bb1807e-c3eb-47e5-8141-788bf4f211ce]
1671583001671, 0, 0
1671583002671, 0, 0
1671583003672, 0, 0
1671583004672, 0, 0
1671583005672, 0, 0
1671583006672, 30, 30
1671583007673, 116, 146
1671583008673, 113, 259
1671583009674, 120, 379
1671583010674, 120, 499
1671583011674, 129, 628
1671583012675, 115, 743
1671583013675, 135, 878
1671583014675, 116, 994
1671583015675, 134, 1128
1671583016676, 131, 1259
1671583017676, 130, 1389
1671583018676, 116, 1505
1671583019677, 128, 1633
1671583020677, 126, 1759
1671583021677, 118, 1877
1671583022677, 129, 2006
1671583023678, 138, 2144
1671583024678, 125, 2269
1671583025678, 128, 2397
1671583026679, 125, 2522
1671583027681, 122, 2644
1671583028682, 130, 2774
1671583029682, 121, 2895
1671583030682, 123, 3018
1671583031683, 126, 3144
1671583032683, 127, 3271
1671583033683, 131, 3402
1671583034684, 125, 3527
1671583035684, 123, 3650
1671583036685, 44, 3694
1671583037685, 0, 3694
1671583038685, 0, 3694
