__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
15:26:17,077 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.162s. Listening on: http://0.0.0.0:8888
15:26:17,085 INFO  quarkus:91 [main] Profile prod activated. 
15:26:17,085 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
15:26:27,145 INFO  LoggerController:66 [executor-thread-1] loggerRestClients size [2]
15:26:27,249 INFO  LoggerController:83 [executor-thread-1] Registering replica logger
15:26:27,541 INFO  ReplicaLoggerClient:63 [executor-thread-1] Path created [/tmp/6cd6b191-7e9d-4856-9cfe-a48660f9f57e]
1670192787542, 0, 0
15:26:27,566 ERROR [TCPListener] LearnerRole:219 - Learner received decision without value! [Decision from:2 to:Learner instance:685 ballot:11 v_ballot:0 value:<none> (889655492127871)]
15:26:27,570 WARN  [ElasticLearner] ElasticLearnerRole:362 - ElasticLearner must recover the value count for ring 1!
1670192788542, 0, 0
1670192789543, 0, 0
1670192790543, 0, 0
1670192791543, 0, 0
1670192792544, 0, 0
1670192793544, 0, 0
1670192794544, 0, 0
1670192795545, 0, 0
1670192796545, 0, 0
1670192797545, 0, 0
1670192798546, 0, 0
1670192799546, 0, 0
1670192800546, 0, 0
1670192801547, 0, 0
1670192802547, 0, 0
1670192803547, 0, 0
1670192804547, 0, 0
1670192805548, 0, 0
1670192806548, 0, 0
1670192807548, 0, 0
1670192808549, 0, 0
1670192809549, 0, 0
1670192810549, 0, 0
1670192811549, 0, 0
1670192812550, 0, 0
1670192813550, 0, 0
1670192814550, 0, 0
1670192815551, 0, 0
1670192816551, 0, 0
1670192817551, 0, 0
1670192818551, 0, 0
1670192819552, 0, 0
1670192820552, 0, 0
1670192821552, 0, 0
1670192822553, 0, 0
1670192823553, 0, 0
1670192824553, 0, 0
1670192825554, 0, 0
1670192826554, 0, 0
1670192827554, 0, 0
1670192828554, 0, 0
1670192829555, 0, 0
1670192830555, 0, 0
1670192831555, 0, 0
1670192832555, 0, 0
1670192833556, 0, 0
1670192834556, 0, 0
1670192835557, 0, 0
1670192836557, 0, 0
1670192837557, 0, 0
1670192838558, 0, 0
1670192839558, 0, 0
1670192840558, 0, 0
1670192841558, 0, 0
1670192842559, 0, 0
1670192843559, 0, 0
1670192844559, 0, 0
1670192845560, 0, 0
1670192846560, 0, 0
1670192847560, 0, 0
1670192848561, 0, 0
1670192849562, 0, 0
1670192850562, 0, 0
1670192851562, 0, 0
1670192852562, 0, 0
1670192853563, 0, 0
1670192854563, 0, 0
1670192855563, 0, 0
1670192856564, 0, 0
1670192857564, 0, 0
1670192858564, 0, 0
1670192859564, 0, 0
1670192860565, 0, 0
1670192861565, 0, 0
1670192862565, 0, 0
1670192863566, 0, 0
1670192864566, 0, 0
1670192865566, 0, 0
1670192866567, 0, 0
1670192867567, 0, 0
1670192868567, 0, 0
1670192869568, 0, 0
1670192870568, 0, 0
1670192871569, 0, 0
1670192872569, 0, 0
1670192873569, 0, 0
1670192874569, 0, 0
1670192875570, 0, 0
1670192876570, 0, 0
