__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
14:42:03,792 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.396s. Listening on: http://0.0.0.0:8888
14:42:03,797 INFO  quarkus:91 [main] Profile prod activated. 
14:42:03,798 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
14:42:07,537 INFO  LoggerController:66 [executor-thread-1] loggerRestClients size [2]
14:42:07,584 INFO  LoggerController:101 [executor-thread-1] Registering config [LoggerConfig [id=4, ring=1, replicas=1, pathPrefix=/media/disk1/]]
14:42:07,584 INFO  LoggerController:109 [executor-thread-1] Calling logger in url id [0] with id [4]
14:42:07,634 INFO  LoggerController:83 [executor-thread-2] Registering replica logger
14:42:07,945 INFO  ReplicaLoggerClient:63 [executor-thread-2] Path created [/media/disk1/7896e916-9584-44ce-992c-818fce5e58bd]
1670708527946, 0, 0
1670708528947, 0, 0
1670708529947, 0, 0
1670708530948, 0, 0
1670708531948, 0, 0
1670708532948, 0, 0
1670708533949, 37, 37
1670708534949, 118, 155
1670708535949, 119, 274
1670708536950, 113, 387
1670708537950, 126, 513
1670708538950, 124, 637
1670708539951, 135, 772
1670708540951, 118, 890
1670708541951, 127, 1017
1670708542952, 124, 1141
1670708543952, 124, 1265
1670708544953, 128, 1393
1670708545953, 122, 1515
1670708546953, 129, 1644
1670708547954, 130, 1774
1670708548954, 121, 1895
1670708549954, 121, 2016
1670708550955, 124, 2140
1670708551955, 129, 2269
1670708552955, 114, 2383
1670708553955, 122, 2505
1670708554956, 130, 2635
1670708555956, 116, 2751
1670708556956, 122, 2873
1670708557957, 130, 3003
1670708558957, 134, 3137
1670708559957, 126, 3263
1670708560958, 128, 3391
1670708561958, 128, 3519
1670708562958, 125, 3644
1670708563959, 127, 3771
1670708564959, 120, 3891
1670708565959, 124, 4015
1670708566963, 118, 4133
1670708567963, 124, 4257
1670708568964, 124, 4381
1670708569964, 125, 4506
1670708570964, 126, 4632
1670708571965, 115, 4747
1670708572965, 124, 4871
1670708573965, 128, 4999
1670708574965, 122, 5121
1670708575966, 126, 5247
1670708576966, 120, 5367
1670708577966, 126, 5493
1670708578967, 121, 5614
1670708579967, 133, 5747
1670708580967, 127, 5874
1670708581968, 130, 6004
1670708582968, 124, 6128
1670708583969, 128, 6256
1670708584969, 125, 6381
1670708585969, 129, 6510
1670708586970, 126, 6636
1670708587970, 127, 6763
1670708588970, 112, 6875
1670708589971, 127, 7002
1670708590971, 124, 7126
1670708591971, 122, 7248
1670708592971, 123, 7371
1670708593972, 127, 7498
1670708594972, 129, 7627
1670708595972, 124, 7751
1670708596973, 117, 7868
1670708597973, 129, 7997
1670708598973, 127, 8124
1670708599973, 126, 8250
1670708600974, 133, 8383
1670708601974, 124, 8507
1670708602974, 132, 8639
1670708603975, 137, 8776
1670708604975, 122, 8898
1670708605975, 132, 9030
1670708606976, 123, 9153
1670708607976, 126, 9279
1670708608976, 122, 9401
1670708609977, 125, 9526
1670708610977, 122, 9648
1670708611977, 126, 9774
1670708612977, 126, 9900
1670708613978, 127, 10027
1670708614978, 126, 10153
1670708615978, 129, 10282
1670708616978, 132, 10414
1670708617979, 120, 10534
1670708618979, 126, 10660
1670708619979, 121, 10781
1670708620979, 127, 10908
1670708621980, 122, 11030
1670708622980, 119, 11149
1670708623980, 8, 11157
1670708624980, 0, 11157
