12:03:28,778 INFO  [main] Client:125 - thinkingTime [50], writePercentage [100], trackerNumber [100]
12:03:28,794 INFO  [main] Client:223 - Start performance testing with [2] threads, experimentTimeSeconds [90], commandSize [1024] bytes)
12:03:28,809 INFO  [ClientStatsWriter] Client:202 - Commands sent 0, Response received 0, Total Commands 0, Total Responses 0, Avg latency (ms) 0.00, Lantencies size 0,
12:03:29,812 INFO  [ClientStatsWriter] Client:202 - Commands sent 51, Response received 51, Total Commands 51, Total Responses 51, Avg latency (ms) 0.00, Lantencies size 0,
12:03:30,815 INFO  [ClientStatsWriter] Client:202 - Commands sent 62, Response received 62, Total Commands 113, Total Responses 113, Avg latency (ms) 3.29, Lantencies size 1,
12:03:31,817 INFO  [ClientStatsWriter] Client:202 - Commands sent 62, Response received 62, Total Commands 175, Total Responses 175, Avg latency (ms) 0.00, Lantencies size 0,
12:03:32,818 INFO  [ClientStatsWriter] Client:202 - Commands sent 71, Response received 71, Total Commands 246, Total Responses 246, Avg latency (ms) 2.85, Lantencies size 1,
12:03:33,823 INFO  [ClientStatsWriter] Client:202 - Commands sent 61, Response received 61, Total Commands 307, Total Responses 307, Avg latency (ms) 2.54, Lantencies size 1,
12:03:34,824 INFO  [ClientStatsWriter] Client:202 - Commands sent 60, Response received 59, Total Commands 367, Total Responses 366, Avg latency (ms) 0.00, Lantencies size 0,
12:03:35,825 INFO  [ClientStatsWriter] Client:202 - Commands sent 62, Response received 63, Total Commands 429, Total Responses 429, Avg latency (ms) 2.39, Lantencies size 1,
12:03:36,827 INFO  [ClientStatsWriter] Client:202 - Commands sent 61, Response received 61, Total Commands 490, Total Responses 490, Avg latency (ms) 0.00, Lantencies size 0,
12:03:37,828 INFO  [ClientStatsWriter] Client:202 - Commands sent 61, Response received 61, Total Commands 551, Total Responses 551, Avg latency (ms) 2.29, Lantencies size 1,
12:03:38,829 INFO  [ClientStatsWriter] Client:202 - Commands sent 64, Response received 64, Total Commands 615, Total Responses 615, Avg latency (ms) 2.28, Lantencies size 1,
12:03:39,830 INFO  [ClientStatsWriter] Client:202 - Commands sent 61, Response received 61, Total Commands 676, Total Responses 676, Avg latency (ms) 0.00, Lantencies size 0,
12:03:40,831 INFO  [ClientStatsWriter] Client:202 - Commands sent 60, Response received 60, Total Commands 736, Total Responses 736, Avg latency (ms) 2.45, Lantencies size 1,
12:03:41,832 INFO  [ClientStatsWriter] Client:202 - Commands sent 63, Response received 63, Total Commands 799, Total Responses 799, Avg latency (ms) 0.00, Lantencies size 0,
12:03:42,836 INFO  [ClientStatsWriter] Client:202 - Commands sent 61, Response received 61, Total Commands 860, Total Responses 860, Avg latency (ms) 2.42, Lantencies size 1,
12:03:43,837 INFO  [ClientStatsWriter] Client:202 - Commands sent 58, Response received 58, Total Commands 918, Total Responses 918, Avg latency (ms) 2.40, Lantencies size 1,
12:03:44,838 INFO  [ClientStatsWriter] Client:202 - Commands sent 68, Response received 68, Total Commands 986, Total Responses 986, Avg latency (ms) 0.00, Lantencies size 0,
12:03:45,839 INFO  [ClientStatsWriter] Client:202 - Commands sent 59, Response received 59, Total Commands 1045, Total Responses 1045, Avg latency (ms) 2.44, Lantencies size 1,
12:03:46,840 INFO  [ClientStatsWriter] Client:202 - Commands sent 68, Response received 68, Total Commands 1113, Total Responses 1113, Avg latency (ms) 2.25, Lantencies size 1,
12:03:47,841 INFO  [ClientStatsWriter] Client:202 - Commands sent 61, Response received 60, Total Commands 1174, Total Responses 1173, Avg latency (ms) 0.00, Lantencies size 0,
12:03:48,842 INFO  [ClientStatsWriter] Client:202 - Commands sent 65, Response received 66, Total Commands 1239, Total Responses 1239, Avg latency (ms) 2.39, Lantencies size 1,
12:03:49,843 INFO  [ClientStatsWriter] Client:202 - Commands sent 60, Response received 60, Total Commands 1299, Total Responses 1299, Avg latency (ms) 0.00, Lantencies size 0,
12:03:50,844 INFO  [ClientStatsWriter] Client:202 - Commands sent 67, Response received 66, Total Commands 1366, Total Responses 1365, Avg latency (ms) 2.33, Lantencies size 1,
12:03:51,845 INFO  [ClientStatsWriter] Client:202 - Commands sent 64, Response received 65, Total Commands 1430, Total Responses 1430, Avg latency (ms) 2.40, Lantencies size 1,
12:03:52,846 INFO  [ClientStatsWriter] Client:202 - Commands sent 60, Response received 60, Total Commands 1490, Total Responses 1490, Avg latency (ms) 0.00, Lantencies size 0,
12:03:53,846 INFO  [ClientStatsWriter] Client:202 - Commands sent 65, Response received 65, Total Commands 1555, Total Responses 1555, Avg latency (ms) 2.32, Lantencies size 1,
