12:51:11,062 INFO  [main] RawABListener:48 - Initing a RawABListener...
12:51:11,071 INFO  [main] Node:101 - PID: 5998
12:51:11,221 INFO  [main] NetworkManager:117 - NetworkManager tcp_nodelay: true
12:51:11,225 INFO  [main] NetworkManager:123 - NetworkManager tcp_crc: false
12:51:11,225 INFO  [main] NetworkManager:127 - NetworkManager buf_size: 2097152
12:51:11,238 INFO  [main] ElasticLearnerRole:93 - ElasticLearnerRole replication group 1
12:51:11,238 INFO  [main] ElasticLearnerRole:97 - ElasticLearnerRole initial ring 1
12:51:11,240 INFO  [main] ElasticLearnerRole:102 - ElasticLearnerRole deliver_skip_messages: enabled
12:51:11,246 INFO  [ElasticLearner] LearnerRole:102 - Learner recovery: enabled
12:51:11,250 INFO  [ElasticLearner] LearnerRole:108 - Learner auto_trim: disabled
12:51:11,258 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [2, 13] (succsessor: 2 at /10.10.1.3:2085)
12:51:11,294 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 2, 13] (succsessor: 1 at /10.10.1.2:2016)
12:51:11,367 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 2, 13, 14] (succsessor: 14 at /10.10.1.5:2754)
12:51:11,487 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 2, 13, 14, 15] (succsessor: 14 at /10.10.1.5:2754)
12:51:11,501 INFO  [main] Replica:162 - Token [0], ringId [null], nodeId [13], snapshot_modulo [0], zoo_host [null], path [null], embebedLog [true], useDiskDb [true] with simple constructor
1669233071502, 0, 0
1669233072503, 0, 0
1669233073503, 0, 0
1669233074504, 0, 0
1669233075504, 0, 0
1669233076504, 0, 0
1669233077505, 0, 0
1669233078505, 808, 808
1669233079506, 2033, 2841
1669233080506, 2038, 4879
1669233081507, 2037, 6916
1669233082507, 2059, 8975
1669233083508, 2064, 11039
1669233084509, 2012, 13051
1669233085510, 2096, 15147
1669233086510, 2032, 17179
1669233087510, 2015, 19194
1669233088511, 2069, 21263
1669233089511, 2086, 23349
1669233090512, 2042, 25391
1669233091512, 2075, 27466
1669233092513, 2042, 29508
1669233093513, 1935, 31443
1669233094514, 556, 31999
1669233095514, 1, 32000
1669233096515, 0, 32000
1669233097515, 0, 32000
1669233098515, 0, 32000
1669233099516, 0, 32000
12:51:40,239 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/acceptors
12:51:40,337 ERROR [main-EventThread] RingManager:232 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/acceptors
12:51:40,338 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/nodes
12:51:40,338 ERROR [main-EventThread] RingManager:232 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/nodes
12:51:40,338 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/learners
