__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
17:41:51,244 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.149s. Listening on: http://0.0.0.0:8888
17:41:51,253 INFO  quarkus:91 [main] Profile prod activated. 
17:41:51,254 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
17:41:55,317 INFO  LoggerController:69 [executor-thread-1] loggerRestClients size [2]
17:41:55,373 INFO  LoggerController:110 [executor-thread-1] Registering config [LoggerConfig [id=4, ring=1, replicas=1, pathPrefix=/media/disk1/]]
17:41:55,373 INFO  LoggerController:118 [executor-thread-1] Calling logger in url id [0] with id [4]
17:41:55,439 INFO  LoggerController:92 [executor-thread-2] Registering replica logger
17:41:55,764 INFO  ReplicaLoggerClient:78 [executor-thread-2] Path created [/media/disk1/9ac739e2-6b7f-477d-8fae-4142efb3f616]
1672706515766, 0, 0
17:41:55,824 INFO  LoggerController:110 [executor-thread-1] Registering config [LoggerConfig [id=5, ring=2, replicas=1, pathPrefix=/media/disk1/]]
17:41:55,824 INFO  LoggerController:118 [executor-thread-1] Calling logger in url id [0] with id [5]
17:41:55,830 INFO  LoggerController:92 [executor-thread-2] Registering replica logger
17:41:55,931 INFO  ReplicaLoggerClient:78 [executor-thread-2] Path created [/media/disk1/98ede8bf-5a73-46dc-9e1c-2631db0f8a43]
1672706516766, 0, 0
1672706517767, 0, 0
1672706518767, 0, 0
1672706519767, 0, 0
1672706520767, 0, 0
1672706521768, 2847, 2847
1672706522768, 14181, 17028
1672706523769, 15062, 32090
1672706524769, 13866, 45956
1672706525769, 9304, 55260
1672706526770, 12065, 67325
1672706527771, 14129, 81454
1672706528771, 15019, 96473
1672706529772, 14200, 110673
1672706530772, 11945, 122618
1672706531772, 13099, 135717
1672706532773, 15889, 151606
1672706533774, 14689, 166295
1672706534775, 13776, 180071
1672706535776, 11133, 191204
1672706536776, 11424, 202628
1672706537777, 10807, 213435
1672706538777, 14988, 228423
1672706539777, 14904, 243327
1672706540778, 12266, 255593
1672706541778, 8203, 263796
1672706542779, 2812, 266608
1672706543779, 14194, 280802
1672706544780, 14560, 295362
1672706545780, 14681, 310043
1672706546780, 5760, 315803
1672706547781, 7370, 323173
1672706548781, 15053, 338226
1672706549781, 14566, 352792
1672706550782, 10570, 363362
1672706551782, 512, 363874
1672706552782, 0, 363874
17:42:33,662 INFO  ReplicaLoggerClient:140 [executor-thread-1] Saving latencies
17:42:33,672 INFO  ReplicaLoggerClient:152 [executor-thread-1] File save
17:42:33,673 INFO  ReplicaLoggerClient:140 [executor-thread-1] Saving latencies
17:42:33,674 INFO  ReplicaLoggerClient:152 [executor-thread-1] File save
1672706553783, 0, 363874
1672706554783, 0, 363874
