__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
10:41:11,179 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.223s. Listening on: http://0.0.0.0:8888
10:41:11,186 INFO  quarkus:91 [main] Profile prod activated. 
10:41:11,187 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
10:41:15,175 INFO  LoggerController:66 [executor-thread-1] loggerRestClients size [2]
10:41:15,247 INFO  LoggerController:101 [executor-thread-1] Registering config [LoggerConfig [id=4, ring=1, replicas=1, pathPrefix=/tmp/]]
10:41:15,248 INFO  LoggerController:109 [executor-thread-1] Calling logger in url id [0] with id [4]
10:41:15,325 INFO  LoggerController:83 [executor-thread-2] Registering replica logger
10:41:15,641 INFO  ReplicaLoggerClient:63 [executor-thread-2] Path created [/tmp/58c15a61-f028-48ae-a8b0-33ecf7fd4931]
1670694075642, 0, 0
1670694076642, 0, 0
1670694077643, 0, 0
1670694078643, 0, 0
1670694079644, 0, 0
1670694080644, 0, 0
1670694081644, 701, 701
1670694082645, 1977, 2678
1670694083645, 1953, 4631
1670694084646, 2009, 6640
1670694085646, 1978, 8618
1670694086647, 1975, 10593
1670694087648, 1959, 12552
1670694088648, 1983, 14535
1670694089648, 1943, 16478
1670694090649, 2010, 18488
1670694091649, 2037, 20525
1670694092655, 1950, 22475
1670694093655, 1959, 24434
1670694094656, 1955, 26389
1670694095656, 2008, 28397
1670694096657, 1934, 30331
1670694097657, 2011, 32342
1670694098658, 2004, 34346
1670694099658, 1980, 36326
1670694100659, 1995, 38321
1670694101659, 2002, 40323
1670694102660, 2014, 42337
1670694103660, 1974, 44311
1670694104661, 1987, 46298
1670694105661, 2008, 48306
1670694106661, 2025, 50331
1670694107662, 1999, 52330
1670694108662, 2018, 54348
1670694109663, 2003, 56351
1670694110663, 1993, 58344
1670694111664, 1974, 60318
1670694112664, 2014, 62332
1670694113664, 1990, 64322
1670694114665, 1971, 66293
1670694115665, 1957, 68250
1670694116665, 1974, 70224
1670694117666, 1989, 72213
1670694118666, 1983, 74196
1670694119667, 1974, 76170
1670694120667, 2000, 78170
1670694121667, 1978, 80148
1670694122668, 1989, 82137
1670694123669, 2036, 84173
1670694124669, 1999, 86172
1670694125669, 1997, 88169
1670694126670, 2012, 90181
1670694127670, 1999, 92180
1670694128671, 1994, 94174
1670694129671, 1995, 96169
1670694130671, 2015, 98184
1670694131672, 2004, 100188
1670694132672, 1996, 102184
1670694133672, 1986, 104170
1670694134673, 2002, 106172
1670694135673, 2021, 108193
1670694136674, 2017, 110210
1670694137674, 1999, 112209
1670694138674, 2007, 114216
1670694139675, 1976, 116192
1670694140675, 1979, 118171
1670694141676, 1976, 120147
1670694142676, 1968, 122115
1670694143676, 1997, 124112
1670694144677, 2014, 126126
1670694145677, 2003, 128129
1670694146677, 1957, 130086
1670694147678, 1981, 132067
1670694148678, 1983, 134050
1670694149680, 1999, 136049
1670694150680, 1981, 138030
1670694151680, 1989, 140019
1670694152681, 1961, 141980
1670694153681, 1975, 143955
1670694154682, 2000, 145955
1670694155682, 2024, 147979
1670694156682, 1985, 149964
1670694157683, 1998, 151962
1670694158683, 1952, 153914
1670694159684, 2012, 155926
1670694160684, 1986, 157912
1670694161684, 2010, 159922
1670694162685, 2048, 161970
1670694163685, 2014, 163984
1670694164685, 1989, 165973
1670694165686, 2005, 167978
1670694166686, 1974, 169952
1670694167686, 2012, 171964
1670694168687, 1988, 173952
1670694169687, 1996, 175948
1670694170688, 2016, 177964
1670694171688, 696, 178660
1670694172688, 0, 178660
1670694173689, 0, 178660
