22:04:55,917 INFO  [main] Client:126 - thinkingTime [50], writePercentage [100], trackerNumber [1000]
22:04:55,929 INFO  [main] Client:224 - Start performance testing with [256] threads, experimentTimeSeconds [30], commandSize [1024] bytes)
22:04:55,942 INFO  [ClientStatsWriter] Client:203 - Commands sent 0, Response received 0, Total Commands 0, Total Responses 0, Avg latency (ms) 0.00, Lantencies size 0,
22:04:56,951 INFO  [ClientStatsWriter] Client:203 - Commands sent 7215, Response received 7212, Total Commands 7215, Total Responses 7212, Avg latency (ms) 2.26, Lantencies size 7,
22:04:57,952 INFO  [ClientStatsWriter] Client:203 - Commands sent 7908, Response received 7901, Total Commands 15123, Total Responses 15113, Avg latency (ms) 6.53, Lantencies size 8,
22:04:58,954 INFO  [ClientStatsWriter] Client:203 - Commands sent 7612, Response received 7607, Total Commands 22735, Total Responses 22720, Avg latency (ms) 1.43, Lantencies size 7,
22:04:59,955 INFO  [ClientStatsWriter] Client:203 - Commands sent 8263, Response received 8166, Total Commands 30998, Total Responses 30886, Avg latency (ms) 1.46, Lantencies size 8,
22:05:00,961 INFO  [ClientStatsWriter] Client:203 - Commands sent 8030, Response received 8119, Total Commands 39028, Total Responses 39005, Avg latency (ms) 3.02, Lantencies size 9,
22:05:01,963 INFO  [ClientStatsWriter] Client:203 - Commands sent 8130, Response received 8140, Total Commands 47158, Total Responses 47145, Avg latency (ms) 1.72, Lantencies size 8,
22:05:02,965 INFO  [ClientStatsWriter] Client:203 - Commands sent 8025, Response received 8030, Total Commands 55183, Total Responses 55175, Avg latency (ms) 1.25, Lantencies size 8,
22:05:03,966 INFO  [ClientStatsWriter] Client:203 - Commands sent 8261, Response received 8228, Total Commands 63444, Total Responses 63403, Avg latency (ms) 1.15, Lantencies size 8,
22:05:04,967 INFO  [ClientStatsWriter] Client:203 - Commands sent 8099, Response received 8099, Total Commands 71543, Total Responses 71502, Avg latency (ms) 1.32, Lantencies size 8,
22:05:05,968 INFO  [ClientStatsWriter] Client:203 - Commands sent 7748, Response received 7768, Total Commands 79291, Total Responses 79270, Avg latency (ms) 1.53, Lantencies size 8,
22:05:06,969 INFO  [ClientStatsWriter] Client:203 - Commands sent 8165, Response received 8178, Total Commands 87456, Total Responses 87448, Avg latency (ms) 1.50, Lantencies size 8,
22:05:07,971 INFO  [ClientStatsWriter] Client:203 - Commands sent 8045, Response received 8042, Total Commands 95501, Total Responses 95490, Avg latency (ms) 5.29, Lantencies size 8,
22:05:08,972 INFO  [ClientStatsWriter] Client:203 - Commands sent 7999, Response received 7993, Total Commands 103500, Total Responses 103483, Avg latency (ms) 1.49, Lantencies size 8,
22:05:09,978 INFO  [ClientStatsWriter] Client:203 - Commands sent 8127, Response received 8134, Total Commands 111627, Total Responses 111617, Avg latency (ms) 1.64, Lantencies size 8,
22:05:10,980 INFO  [ClientStatsWriter] Client:203 - Commands sent 8179, Response received 8179, Total Commands 119806, Total Responses 119796, Avg latency (ms) 1.36, Lantencies size 8,
22:05:11,982 INFO  [ClientStatsWriter] Client:203 - Commands sent 8080, Response received 8085, Total Commands 127886, Total Responses 127881, Avg latency (ms) 1.62, Lantencies size 8,
22:05:12,983 INFO  [ClientStatsWriter] Client:203 - Commands sent 8072, Response received 8066, Total Commands 135958, Total Responses 135947, Avg latency (ms) 3.30, Lantencies size 8,
22:05:13,984 INFO  [ClientStatsWriter] Client:203 - Commands sent 8214, Response received 8208, Total Commands 144172, Total Responses 144155, Avg latency (ms) 1.25, Lantencies size 9,
22:05:14,985 INFO  [ClientStatsWriter] Client:203 - Commands sent 8117, Response received 8121, Total Commands 152289, Total Responses 152276, Avg latency (ms) 1.50, Lantencies size 8,
22:05:15,986 INFO  [ClientStatsWriter] Client:203 - Commands sent 7998, Response received 8000, Total Commands 160287, Total Responses 160276, Avg latency (ms) 1.36, Lantencies size 8,
22:05:16,988 INFO  [ClientStatsWriter] Client:203 - Commands sent 8195, Response received 8196, Total Commands 168482, Total Responses 168472, Avg latency (ms) 1.29, Lantencies size 8,
22:05:17,989 INFO  [ClientStatsWriter] Client:203 - Commands sent 8266, Response received 8261, Total Commands 176748, Total Responses 176733, Avg latency (ms) 0.99, Lantencies size 8,
22:05:18,990 INFO  [ClientStatsWriter] Client:203 - Commands sent 8132, Response received 8136, Total Commands 184880, Total Responses 184869, Avg latency (ms) 1.49, Lantencies size 8,
22:05:19,991 INFO  [ClientStatsWriter] Client:203 - Commands sent 8261, Response received 8268, Total Commands 193141, Total Responses 193137, Avg latency (ms) 1.61, Lantencies size 9,
22:05:20,992 INFO  [ClientStatsWriter] Client:203 - Commands sent 7887, Response received 7874, Total Commands 201028, Total Responses 201011, Avg latency (ms) 4.08, Lantencies size 8,
22:05:21,993 INFO  [ClientStatsWriter] Client:203 - Commands sent 8218, Response received 8231, Total Commands 209246, Total Responses 209242, Avg latency (ms) 1.53, Lantencies size 8,
22:05:22,994 INFO  [ClientStatsWriter] Client:203 - Commands sent 8212, Response received 8202, Total Commands 217458, Total Responses 217444, Avg latency (ms) 1.50, Lantencies size 8,
22:05:23,995 INFO  [ClientStatsWriter] Client:203 - Commands sent 8184, Response received 8187, Total Commands 225642, Total Responses 225631, Avg latency (ms) 1.36, Lantencies size 8,
22:05:24,996 INFO  [ClientStatsWriter] Client:203 - Commands sent 8167, Response received 8170, Total Commands 233809, Total Responses 233801, Avg latency (ms) 1.22, Lantencies size 8,
22:05:25,020 INFO  [Command Sender 30] Client:269 - Thread [Command Sender 30] terminated.
22:05:25,020 INFO  [Command Sender 51] Client:269 - Thread [Command Sender 51] terminated.
22:05:25,020 INFO  [Command Sender 95] Client:269 - Thread [Command Sender 95] terminated.
22:05:25,020 INFO  [Command Sender 195] Client:269 - Thread [Command Sender 195] terminated.
22:05:25,020 INFO  [Command Sender 146] Client:269 - Thread [Command Sender 146] terminated.
22:05:25,020 INFO  [Command Sender 154] Client:269 - Thread [Command Sender 154] terminated.
22:05:25,020 INFO  [Command Sender 185] Client:269 - Thread [Command Sender 185] terminated.
22:05:25,020 INFO  [Command Sender 43] Client:269 - Thread [Command Sender 43] terminated.
22:05:25,020 INFO  [Command Sender 90] Client:269 - Thread [Command Sender 90] terminated.
22:05:25,027 INFO  [Command Sender 106] Client:269 - Thread [Command Sender 106] terminated.
22:05:25,026 INFO  [Command Sender 156] Client:269 - Thread [Command Sender 156] terminated.
22:05:25,026 INFO  [Command Sender 56] Client:269 - Thread [Command Sender 56] terminated.
22:05:25,026 INFO  [Command Sender 74] Client:269 - Thread [Command Sender 74] terminated.
22:05:25,025 INFO  [Command Sender 14] Client:269 - Thread [Command Sender 14] terminated.
22:05:25,025 INFO  [Command Sender 16] Client:269 - Thread [Command Sender 16] terminated.
22:05:25,025 INFO  [Command Sender 67] Client:269 - Thread [Command Sender 67] terminated.
22:05:25,025 INFO  [Command Sender 150] Client:269 - Thread [Command Sender 150] terminated.
22:05:25,023 INFO  [Command Sender 1] Client:269 - Thread [Command Sender 1] terminated.
22:05:25,022 INFO  [Command Sender 52] Client:269 - Thread [Command Sender 52] terminated.
22:05:25,021 INFO  [Command Sender 81] Client:269 - Thread [Command Sender 81] terminated.
22:05:25,021 INFO  [Command Sender 125] Client:269 - Thread [Command Sender 125] terminated.
22:05:25,041 INFO  [Command Sender 63] Client:269 - Thread [Command Sender 63] terminated.
22:05:25,042 INFO  [Command Sender 133] Client:269 - Thread [Command Sender 133] terminated.
22:05:25,042 INFO  [Command Sender 17] Client:269 - Thread [Command Sender 17] terminated.
22:05:25,041 INFO  [Command Sender 99] Client:269 - Thread [Command Sender 99] terminated.
22:05:25,042 INFO  [Command Sender 82] Client:269 - Thread [Command Sender 82] terminated.
22:05:25,041 INFO  [Command Sender 53] Client:269 - Thread [Command Sender 53] terminated.
22:05:25,041 INFO  [Command Sender 188] Client:269 - Thread [Command Sender 188] terminated.
22:05:25,041 INFO  [Command Sender 110] Client:269 - Thread [Command Sender 110] terminated.
22:05:25,041 INFO  [Command Sender 193] Client:269 - Thread [Command Sender 193] terminated.
22:05:25,041 INFO  [Command Sender 4] Client:269 - Thread [Command Sender 4] terminated.
22:05:25,043 INFO  [Command Sender 169] Client:269 - Thread [Command Sender 169] terminated.
22:05:25,041 INFO  [Command Sender 92] Client:269 - Thread [Command Sender 92] terminated.
22:05:25,044 INFO  [Command Sender 173] Client:269 - Thread [Command Sender 173] terminated.
22:05:25,041 INFO  [Command Sender 148] Client:269 - Thread [Command Sender 148] terminated.
22:05:25,044 INFO  [Command Sender 15] Client:269 - Thread [Command Sender 15] terminated.
22:05:25,037 INFO  [Command Sender 65] Client:269 - Thread [Command Sender 65] terminated.
22:05:25,037 INFO  [Command Sender 153] Client:269 - Thread [Command Sender 153] terminated.
22:05:25,036 INFO  [Command Sender 21] Client:269 - Thread [Command Sender 21] terminated.
22:05:25,036 INFO  [Command Sender 7] Client:269 - Thread [Command Sender 7] terminated.
22:05:25,036 INFO  [Command Sender 105] Client:269 - Thread [Command Sender 105] terminated.
22:05:25,036 INFO  [Command Sender 172] Client:269 - Thread [Command Sender 172] terminated.
22:05:25,036 INFO  [Command Sender 42] Client:269 - Thread [Command Sender 42] terminated.
22:05:25,035 INFO  [Command Sender 26] Client:269 - Thread [Command Sender 26] terminated.
22:05:25,035 INFO  [Command Sender 10] Client:269 - Thread [Command Sender 10] terminated.
22:05:25,035 INFO  [Command Sender 20] Client:269 - Thread [Command Sender 20] terminated.
22:05:25,034 INFO  [Command Sender 112] Client:269 - Thread [Command Sender 112] terminated.
22:05:25,034 INFO  [Command Sender 2] Client:269 - Thread [Command Sender 2] terminated.
22:05:25,047 INFO  [Command Sender 122] Client:269 - Thread [Command Sender 122] terminated.
22:05:25,034 INFO  [Command Sender 84] Client:269 - Thread [Command Sender 84] terminated.
22:05:25,033 INFO  [Command Sender 128] Client:269 - Thread [Command Sender 128] terminated.
22:05:25,032 INFO  [Command Sender 170] Client:269 - Thread [Command Sender 170] terminated.
22:05:25,032 INFO  [Command Sender 138] Client:269 - Thread [Command Sender 138] terminated.
22:05:25,030 INFO  [Command Sender 180] Client:269 - Thread [Command Sender 180] terminated.
22:05:25,048 INFO  [Command Sender 137] Client:269 - Thread [Command Sender 137] terminated.
22:05:25,049 INFO  [Command Sender 182] Client:269 - Thread [Command Sender 182] terminated.
22:05:25,030 INFO  [Command Sender 189] Client:269 - Thread [Command Sender 189] terminated.
22:05:25,029 INFO  [Command Sender 181] Client:269 - Thread [Command Sender 181] terminated.
22:05:25,029 INFO  [Command Sender 39] Client:269 - Thread [Command Sender 39] terminated.
22:05:25,028 INFO  [Command Sender 75] Client:269 - Thread [Command Sender 75] terminated.
22:05:25,027 INFO  [Command Sender 62] Client:269 - Thread [Command Sender 62] terminated.
22:05:25,049 INFO  [Command Sender 111] Client:269 - Thread [Command Sender 111] terminated.
22:05:25,048 INFO  [Command Sender 68] Client:269 - Thread [Command Sender 68] terminated.
22:05:25,048 INFO  [Command Sender 46] Client:269 - Thread [Command Sender 46] terminated.
22:05:25,048 INFO  [Command Sender 119] Client:269 - Thread [Command Sender 119] terminated.
22:05:25,048 INFO  [Command Sender 194] Client:269 - Thread [Command Sender 194] terminated.
22:05:25,048 INFO  [Command Sender 22] Client:269 - Thread [Command Sender 22] terminated.
22:05:25,048 INFO  [Command Sender 23] Client:269 - Thread [Command Sender 23] terminated.
22:05:25,047 INFO  [Command Sender 100] Client:269 - Thread [Command Sender 100] terminated.
22:05:25,052 INFO  [Command Sender 86] Client:269 - Thread [Command Sender 86] terminated.
22:05:25,047 INFO  [Command Sender 130] Client:269 - Thread [Command Sender 130] terminated.
22:05:25,052 INFO  [Command Sender 197] Client:269 - Thread [Command Sender 197] terminated.
22:05:25,047 INFO  [Command Sender 107] Client:269 - Thread [Command Sender 107] terminated.
22:05:25,047 INFO  [Command Sender 121] Client:269 - Thread [Command Sender 121] terminated.
22:05:25,053 INFO  [Command Sender 160] Client:269 - Thread [Command Sender 160] terminated.
22:05:25,047 INFO  [Command Sender 41] Client:269 - Thread [Command Sender 41] terminated.
22:05:25,047 INFO  [Command Sender 18] Client:269 - Thread [Command Sender 18] terminated.
22:05:25,046 INFO  [Command Sender 58] Client:269 - Thread [Command Sender 58] terminated.
22:05:25,045 INFO  [Command Sender 183] Client:269 - Thread [Command Sender 183] terminated.
22:05:25,044 INFO  [Command Sender 166] Client:269 - Thread [Command Sender 166] terminated.
22:05:25,044 INFO  [Command Sender 32] Client:269 - Thread [Command Sender 32] terminated.
22:05:25,044 INFO  [Command Sender 96] Client:269 - Thread [Command Sender 96] terminated.
22:05:25,043 INFO  [Command Sender 175] Client:269 - Thread [Command Sender 175] terminated.
22:05:25,043 INFO  [Command Sender 198] Client:269 - Thread [Command Sender 198] terminated.
22:05:25,043 INFO  [Command Sender 113] Client:269 - Thread [Command Sender 113] terminated.
22:05:25,043 INFO  [Command Sender 184] Client:269 - Thread [Command Sender 184] terminated.
