19:52:16,297 INFO  [main] Client:125 - thinkingTime [50], writePercentage [100], trackerNumber [100]
19:52:16,312 INFO  [main] Client:223 - Start performance testing with [4] threads, experimentTimeSeconds [90], commandSize [1024] bytes)
19:52:16,327 INFO  [ClientStatsWriter] Client:202 - Commands sent 0, Response received 0, Total Commands 0, Total Responses 0, Avg latency (ms) 0.00, Lantencies size 0,
19:52:17,332 INFO  [ClientStatsWriter] Client:202 - Commands sent 105, Response received 104, Total Commands 105, Total Responses 104, Avg latency (ms) 3.43, Lantencies size 1,
19:52:18,333 INFO  [ClientStatsWriter] Client:202 - Commands sent 121, Response received 122, Total Commands 226, Total Responses 226, Avg latency (ms) 3.11, Lantencies size 1,
19:52:19,334 INFO  [ClientStatsWriter] Client:202 - Commands sent 117, Response received 117, Total Commands 343, Total Responses 343, Avg latency (ms) 2.63, Lantencies size 1,
19:52:20,336 INFO  [ClientStatsWriter] Client:202 - Commands sent 124, Response received 124, Total Commands 467, Total Responses 467, Avg latency (ms) 3.27, Lantencies size 1,
19:52:21,341 INFO  [ClientStatsWriter] Client:202 - Commands sent 124, Response received 124, Total Commands 591, Total Responses 591, Avg latency (ms) 2.45, Lantencies size 1,
19:52:22,342 INFO  [ClientStatsWriter] Client:202 - Commands sent 133, Response received 133, Total Commands 724, Total Responses 724, Avg latency (ms) 2.34, Lantencies size 2,
19:52:23,343 INFO  [ClientStatsWriter] Client:202 - Commands sent 128, Response received 127, Total Commands 852, Total Responses 851, Avg latency (ms) 2.53, Lantencies size 1,
19:52:24,344 INFO  [ClientStatsWriter] Client:202 - Commands sent 125, Response received 125, Total Commands 977, Total Responses 976, Avg latency (ms) 2.49, Lantencies size 1,
19:52:25,345 INFO  [ClientStatsWriter] Client:202 - Commands sent 125, Response received 125, Total Commands 1102, Total Responses 1101, Avg latency (ms) 2.39, Lantencies size 2,
