__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
23:50:12,478 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.942s. Listening on: http://0.0.0.0:8888
23:50:12,487 INFO  quarkus:91 [main] Profile prod activated. 
23:50:12,488 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
23:50:20,900 INFO  LoggerController:69 [executor-thread-1] loggerRestClients size [2]
23:50:20,987 INFO  LoggerController:110 [executor-thread-1] Registering config [LoggerConfig [id=4, ring=1, replicas=1, pathPrefix=/media/disk1/]]
23:50:20,988 INFO  LoggerController:119 [executor-thread-1] Calling logger in url id [0] with id [4] and path [/media/disk1/]
23:50:21,111 INFO  LoggerController:92 [executor-thread-2] Registering replica logger [LoggerConfig [id=4, ring=1, replicas=1, pathPrefix=/media/disk1/]]
23:50:36,611 INFO  ReplicaLoggerClient:80 [executor-thread-2] Path created [/media/disk1/66fe01b8-4102-42cf-bd3a-f885652f5c6a]
1710309036612, 0, 0
23:50:36,705 INFO  LoggerController:110 [executor-thread-1] Registering config [LoggerConfig [id=5, ring=2, replicas=1, pathPrefix=/media/disk2/]]
23:50:36,706 INFO  LoggerController:119 [executor-thread-1] Calling logger in url id [0] with id [5] and path [/media/disk2/]
23:50:36,713 INFO  LoggerController:92 [executor-thread-2] Registering replica logger [LoggerConfig [id=5, ring=2, replicas=1, pathPrefix=/media/disk2/]]
23:50:36,803 INFO  ReplicaLoggerClient:80 [executor-thread-2] Path created [/media/disk2/dac42d7b-573d-49a3-b492-aca8cb787e03]
23:50:36,838 INFO  LoggerController:110 [executor-thread-1] Registering config [LoggerConfig [id=6, ring=3, replicas=1, pathPrefix=/media/disk3/]]
23:50:36,838 INFO  LoggerController:119 [executor-thread-1] Calling logger in url id [0] with id [6] and path [/media/disk3/]
23:50:36,845 INFO  LoggerController:92 [executor-thread-2] Registering replica logger [LoggerConfig [id=6, ring=3, replicas=1, pathPrefix=/media/disk3/]]
23:50:36,926 INFO  ReplicaLoggerClient:80 [executor-thread-2] Path created [/media/disk3/83eb2e44-31a8-4a97-94d7-766a98582d82]
23:50:36,960 INFO  LoggerController:110 [executor-thread-1] Registering config [LoggerConfig [id=7, ring=4, replicas=1, pathPrefix=/media/disk4/]]
23:50:36,961 INFO  LoggerController:119 [executor-thread-1] Calling logger in url id [0] with id [7] and path [/media/disk4/]
23:50:36,970 INFO  LoggerController:92 [executor-thread-2] Registering replica logger [LoggerConfig [id=7, ring=4, replicas=1, pathPrefix=/media/disk4/]]
23:50:37,051 INFO  ReplicaLoggerClient:80 [executor-thread-2] Path created [/media/disk4/c919565b-f2cc-468d-90d1-f320fa94db7f]
1710309037613, 0, 0
1710309038613, 0, 0
1710309039614, 0, 0
1710309040614, 0, 0
1710309041615, 0, 0
1710309042616, 0, 0
1710309043616, 0, 0
1710309044617, 0, 0
1710309045617, 0, 0
1710309046618, 0, 0
1710309047619, 0, 0
1710309048619, 0, 0
1710309049619, 0, 0
1710309050620, 0, 0
1710309051621, 0, 0
1710309052622, 0, 0
1710309053622, 0, 0
1710309054623, 0, 0
1710309055624, 0, 0
1710309056625, 0, 0
1710309057625, 0, 0
1710309058626, 0, 0
1710309059627, 0, 0
1710309060627, 0, 0
1710309061628, 0, 0
1710309062628, 0, 0
1710309063629, 0, 0
1710309064629, 0, 0
1710309065630, 0, 0
1710309066631, 0, 0
1710309067631, 0, 0
1710309068632, 0, 0
23:51:08,704 INFO  ReplicaLoggerClient:139 [executor-thread-1] Saving latencies
23:51:08,760 INFO  ReplicaLoggerClient:152 [executor-thread-1] File save
23:51:08,761 INFO  ReplicaLoggerClient:139 [executor-thread-1] Saving latencies
23:51:08,780 INFO  ReplicaLoggerClient:152 [executor-thread-1] File save
23:51:08,781 INFO  ReplicaLoggerClient:139 [executor-thread-1] Saving latencies
23:51:08,794 INFO  ReplicaLoggerClient:152 [executor-thread-1] File save
23:51:08,794 INFO  ReplicaLoggerClient:139 [executor-thread-1] Saving latencies
23:51:08,805 INFO  ReplicaLoggerClient:152 [executor-thread-1] File save
1710309069632, 0, 0
1710309070632, 0, 0
1710309071633, 0, 0
1710309072633, 0, 0
1710309073634, 0, 0
1710309074634, 0, 0
1710309075634, 0, 0
1710309076635, 0, 0
1710309077635, 0, 0
1710309078635, 0, 0
1710309079636, 0, 0
1710309080636, 0, 0
