16:59:59,935 INFO  [main] Client:126 - thinkingTime [50], writePercentage [100], trackerNumber [1000]
16:59:59,953 INFO  [main] Client:224 - Start performance testing with [8] threads, experimentTimeSeconds [30], commandSize [1024] bytes)
16:59:59,963 INFO  [ClientStatsWriter] Client:203 - Commands sent 0, Response received 0, Total Commands 0, Total Responses 0, Avg latency (ms) 0.00, Lantencies size 0,
17:00:00,967 INFO  [ClientStatsWriter] Client:203 - Commands sent 200, Response received 200, Total Commands 200, Total Responses 200, Avg latency (ms) 0.00, Lantencies size 0,
17:00:01,968 INFO  [ClientStatsWriter] Client:203 - Commands sent 255, Response received 253, Total Commands 455, Total Responses 453, Avg latency (ms) 0.00, Lantencies size 0,
17:00:02,969 INFO  [ClientStatsWriter] Client:203 - Commands sent 244, Response received 246, Total Commands 699, Total Responses 699, Avg latency (ms) 0.00, Lantencies size 0,
17:00:03,970 INFO  [ClientStatsWriter] Client:203 - Commands sent 254, Response received 254, Total Commands 953, Total Responses 953, Avg latency (ms) 0.00, Lantencies size 0,
17:00:04,977 INFO  [ClientStatsWriter] Client:203 - Commands sent 269, Response received 268, Total Commands 1222, Total Responses 1221, Avg latency (ms) 2.13, Lantencies size 1,
17:00:05,978 INFO  [ClientStatsWriter] Client:203 - Commands sent 253, Response received 254, Total Commands 1475, Total Responses 1475, Avg latency (ms) 0.00, Lantencies size 0,
17:00:06,979 INFO  [ClientStatsWriter] Client:203 - Commands sent 242, Response received 242, Total Commands 1717, Total Responses 1717, Avg latency (ms) 0.00, Lantencies size 0,
17:00:07,980 INFO  [ClientStatsWriter] Client:203 - Commands sent 245, Response received 245, Total Commands 1962, Total Responses 1962, Avg latency (ms) 0.00, Lantencies size 0,
17:00:08,981 INFO  [ClientStatsWriter] Client:203 - Commands sent 252, Response received 251, Total Commands 2214, Total Responses 2213, Avg latency (ms) 2.07, Lantencies size 1,
17:00:09,982 INFO  [ClientStatsWriter] Client:203 - Commands sent 256, Response received 257, Total Commands 2470, Total Responses 2470, Avg latency (ms) 0.00, Lantencies size 0,
17:00:10,983 INFO  [ClientStatsWriter] Client:203 - Commands sent 256, Response received 256, Total Commands 2726, Total Responses 2726, Avg latency (ms) 0.00, Lantencies size 0,
17:00:11,984 INFO  [ClientStatsWriter] Client:203 - Commands sent 249, Response received 248, Total Commands 2975, Total Responses 2974, Avg latency (ms) 0.00, Lantencies size 0,
17:00:12,986 INFO  [ClientStatsWriter] Client:203 - Commands sent 238, Response received 237, Total Commands 3213, Total Responses 3211, Avg latency (ms) 1.77, Lantencies size 1,
17:00:13,991 INFO  [ClientStatsWriter] Client:203 - Commands sent 251, Response received 252, Total Commands 3464, Total Responses 3463, Avg latency (ms) 0.00, Lantencies size 0,
17:00:14,992 INFO  [ClientStatsWriter] Client:203 - Commands sent 245, Response received 246, Total Commands 3709, Total Responses 3709, Avg latency (ms) 0.00, Lantencies size 0,
17:00:15,993 INFO  [ClientStatsWriter] Client:203 - Commands sent 263, Response received 263, Total Commands 3972, Total Responses 3972, Avg latency (ms) 0.00, Lantencies size 0,
17:00:16,994 INFO  [ClientStatsWriter] Client:203 - Commands sent 258, Response received 257, Total Commands 4230, Total Responses 4229, Avg latency (ms) 1.94, Lantencies size 1,
17:00:17,995 INFO  [ClientStatsWriter] Client:203 - Commands sent 242, Response received 243, Total Commands 4472, Total Responses 4472, Avg latency (ms) 0.00, Lantencies size 0,
17:00:18,996 INFO  [ClientStatsWriter] Client:203 - Commands sent 242, Response received 241, Total Commands 4714, Total Responses 4713, Avg latency (ms) 0.00, Lantencies size 0,
17:00:19,997 INFO  [ClientStatsWriter] Client:203 - Commands sent 257, Response received 258, Total Commands 4971, Total Responses 4971, Avg latency (ms) 0.00, Lantencies size 0,
17:00:20,998 INFO  [ClientStatsWriter] Client:203 - Commands sent 245, Response received 245, Total Commands 5216, Total Responses 5216, Avg latency (ms) 2.25, Lantencies size 1,
17:00:22,001 INFO  [ClientStatsWriter] Client:203 - Commands sent 246, Response received 245, Total Commands 5462, Total Responses 5461, Avg latency (ms) 0.00, Lantencies size 0,
17:00:23,003 INFO  [ClientStatsWriter] Client:203 - Commands sent 259, Response received 258, Total Commands 5721, Total Responses 5719, Avg latency (ms) 0.00, Lantencies size 0,
17:00:24,004 INFO  [ClientStatsWriter] Client:203 - Commands sent 259, Response received 260, Total Commands 5980, Total Responses 5979, Avg latency (ms) 0.00, Lantencies size 0,
17:00:25,005 INFO  [ClientStatsWriter] Client:203 - Commands sent 247, Response received 248, Total Commands 6227, Total Responses 6227, Avg latency (ms) 2.22, Lantencies size 1,
17:00:26,006 INFO  [ClientStatsWriter] Client:203 - Commands sent 265, Response received 265, Total Commands 6492, Total Responses 6492, Avg latency (ms) 0.00, Lantencies size 0,
17:00:27,006 INFO  [ClientStatsWriter] Client:203 - Commands sent 244, Response received 243, Total Commands 6736, Total Responses 6735, Avg latency (ms) 0.00, Lantencies size 0,
17:00:28,007 INFO  [ClientStatsWriter] Client:203 - Commands sent 254, Response received 255, Total Commands 6990, Total Responses 6990, Avg latency (ms) 0.00, Lantencies size 0,
17:00:29,008 INFO  [ClientStatsWriter] Client:203 - Commands sent 231, Response received 230, Total Commands 7221, Total Responses 7220, Avg latency (ms) 2.17, Lantencies size 1,
17:00:29,035 INFO  [Command Sender 4] Client:269 - Thread [Command Sender 4] terminated.
17:00:29,049 INFO  [Command Sender 3] Client:269 - Thread [Command Sender 3] terminated.
17:00:29,050 INFO  [Command Sender 2] Client:269 - Thread [Command Sender 2] terminated.
17:00:29,052 INFO  [Command Sender 5] Client:269 - Thread [Command Sender 5] terminated.
17:00:29,056 INFO  [Command Sender 6] Client:269 - Thread [Command Sender 6] terminated.
17:00:29,062 INFO  [Command Sender 1] Client:269 - Thread [Command Sender 1] terminated.
17:00:29,066 INFO  [Command Sender 7] Client:269 - Thread [Command Sender 7] terminated.
17:00:29,075 INFO  [Command Sender 0] Client:269 - Thread [Command Sender 0] terminated.
I will kill everything
17:00:30,100 INFO  [ShutdownHook] Client:551 - Raw path created [ /tmp/2b8e53a2-4c44-4acf-bd4d-c6c11fa2bf24]
Saving file
File save
