__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
20:52:31,583 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.197s. Listening on: http://0.0.0.0:8888
20:52:31,591 INFO  quarkus:91 [main] Profile prod activated. 
20:52:31,591 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
20:52:35,544 INFO  LoggerController:67 [executor-thread-1] loggerRestClients size [2]
20:52:35,546 INFO  LoggerController:138 [executor-thread-1] Executing performance test with thread counter [128] and ring counter [1]
20:52:35,815 INFO  ReplicaLoggerClient:78 [executor-thread-1] Path created [/media/disk1/f873ca8c-e52c-4575-b8bd-6abcd0576fa6]
1672199555817, 0, 0
1672199556817, 4231, 4231
1672199557817, 4398, 8629
1672199558818, 4246, 12875
1672199559818, 4215, 17090
1672199560819, 4550, 21640
1672199561819, 4610, 26250
1672199562819, 4501, 30751
1672199563820, 4562, 35313
1672199564820, 4589, 39902
1672199565820, 4501, 44403
1672199566821, 4516, 48919
1672199567821, 4567, 53486
1672199568822, 4582, 58068
1672199569822, 4528, 62596
1672199570822, 4611, 67207
1672199571823, 4515, 71722
1672199572823, 4619, 76341
1672199573823, 4556, 80897
1672199574824, 4541, 85438
1672199575824, 4517, 89955
1672199576824, 4593, 94548
1672199577825, 4591, 99139
1672199578825, 4542, 103681
1672199579825, 4574, 108255
1672199580826, 4634, 112889
1672199581826, 4585, 117474
1672199582827, 4495, 121969
1672199583827, 4487, 126456
1672199584827, 4524, 130980
