__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
19:30:06,296 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.479s. Listening on: http://0.0.0.0:8888
19:30:06,302 INFO  quarkus:91 [main] Profile prod activated. 
19:30:06,303 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
19:30:09,848 INFO  LoggerController:69 [executor-thread-1] loggerRestClients size [2]
19:30:09,850 INFO  LoggerController:140 [executor-thread-1] Executing performance test with thread counter [8] and ring counter [2]
19:30:10,458 INFO  ReplicaLoggerClient:78 [executor-thread-1] Path created [/media/disk1/20857951-403b-4066-9b33-9654fa214b1e]
1672713010459, 0, 0
19:30:10,547 INFO  ReplicaLoggerClient:78 [executor-thread-1] Path created [/media/disk2/2360a29e-5963-46f2-80fe-1f7c11833c09]
1672713011459, 495, 495
1672713012460, 532, 1027
1672713013460, 522, 1549
1672713014460, 547, 2096
1672713015461, 550, 2646
1672713016461, 523, 3169
1672713017461, 531, 3700
1672713018462, 535, 4235
1672713019462, 531, 4766
1672713020462, 552, 5318
1672713021463, 533, 5851
1672713022463, 541, 6392
1672713023463, 523, 6915
1672713024464, 519, 7434
1672713025464, 545, 7979
1672713026464, 541, 8520
1672713027465, 549, 9069
1672713028465, 543, 9612
1672713029465, 544, 10156
1672713030466, 545, 10701
1672713031466, 524, 11225
1672713032467, 534, 11759
1672713033467, 538, 12297
1672713034468, 534, 12831
1672713035469, 530, 13361
1672713036469, 538, 13899
1672713037469, 536, 14435
1672713038470, 529, 14964
1672713039470, 538, 15502
