__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
20:39:48,697 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.381s. Listening on: http://0.0.0.0:8888
20:39:48,702 INFO  quarkus:91 [main] Profile prod activated. 
20:39:48,703 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
20:39:52,371 INFO  LoggerController:66 [executor-thread-1] loggerRestClients size [2]
20:39:52,420 INFO  LoggerController:101 [executor-thread-1] Registering config [LoggerConfig [id=4, ring=1, replicas=1, pathPrefix=/media/disk1/]]
20:39:52,421 INFO  LoggerController:109 [executor-thread-1] Calling logger in url id [0] with id [4]
20:39:52,480 INFO  LoggerController:83 [executor-thread-2] Registering replica logger
20:39:52,795 INFO  ReplicaLoggerClient:66 [executor-thread-2] Path created [/media/disk1/d25c2727-d2c0-4f61-b306-ce6598031c67]
1670729992795, 0, 0
1670729993796, 0, 0
1670729994796, 0, 0
1670729995796, 0, 0
1670729996797, 0, 0
1670729997797, 0, 0
1670729998797, 5278, 5278
1670729999798, 11041, 16319
1670730000798, 15498, 31817
1670730001799, 11118, 42935
1670730002799, 10476, 53411
1670730003799, 10455, 63866
1670730004801, 13891, 77757
1670730005801, 15676, 93433
1670730006802, 9622, 103055
1670730007802, 12011, 115066
1670730008804, 14007, 129073
1670730009804, 15864, 144937
1670730010805, 13747, 158684
1670730011805, 16778, 175462
1670730012805, 14734, 190196
1670730013805, 14428, 204624
1670730014806, 16572, 221196
1670730015806, 15523, 236719
1670730016806, 14710, 251429
1670730017807, 15677, 267106
1670730018808, 20722, 287828
1670730019808, 17659, 305487
1670730020808, 13030, 318517
1670730021809, 17348, 335865
1670730022809, 16905, 352770
1670730023810, 16932, 369702
1670730024810, 16857, 386559
1670730025811, 19092, 405651
1670730026812, 20389, 426040
1670730027812, 17564, 443604
1670730028812, 17205, 460809
1670730029813, 15556, 476365
1670730030813, 15726, 492091
1670730031813, 14898, 506989
1670730032814, 13649, 520638
1670730033815, 18158, 538796
1670730034815, 20348, 559144
1670730035816, 17807, 576951
1670730036816, 17423, 594374
1670730037817, 16382, 610756
1670730038817, 15687, 626443
1670730039817, 16255, 642698
1670730040818, 13807, 656505
1670730041819, 14973, 671478
1670730042820, 17348, 688826
1670730043820, 19954, 708780
1670730044820, 20706, 729486
1670730045821, 19593, 749079
1670730046821, 15071, 764150
1670730047821, 15486, 779636
1670730048822, 12603, 792239
1670730049822, 17049, 809288
1670730050822, 16342, 825630
1670730051823, 15528, 841158
1670730052823, 12260, 853418
1670730053823, 14568, 867986
1670730054824, 17911, 885897
1670730055825, 20377, 906274
1670730056825, 18307, 924581
1670730057826, 18129, 942710
1670730058826, 17236, 959946
1670730059826, 17577, 977523
1670730060827, 19429, 996952
1670730061827, 16181, 1013133
1670730062827, 17257, 1030390
1670730063827, 13330, 1043720
1670730064828, 14446, 1058166
1670730065828, 16060, 1074226
1670730066829, 15769, 1089995
1670730067829, 18051, 1108046
1670730068830, 19107, 1127153
1670730069830, 17336, 1144489
1670730070831, 17633, 1162122
1670730071831, 19225, 1181347
1670730072831, 16300, 1197647
1670730073832, 18108, 1215755
1670730074832, 16979, 1232734
1670730075832, 18236, 1250970
1670730076832, 11496, 1262466
1670730077833, 16984, 1279450
1670730078833, 16712, 1296162
1670730079833, 16946, 1313108
1670730080833, 18600, 1331708
1670730081834, 16718, 1348426
1670730082834, 10232, 1358658
1670730083834, 15807, 1374465
1670730084835, 15716, 1390181
1670730085836, 14236, 1404417
1670730086836, 16137, 1420554
1670730087836, 18249, 1438803
1670730088836, 17690, 1456493
1670730089837, 18985, 1475478
1670730090837, 22497, 1497975
1670730091837, 20790, 1518765
1670730092838, 16912, 1535677
1670730093838, 19678, 1555355
1670730094838, 22631, 1577986
1670730095838, 22505, 1600491
1670730096839, 22748, 1623239
1670730097839, 22478, 1645717
1670730098839, 22770, 1668487
1670730099840, 22936, 1691423
