08:05:14,668 INFO  [main] Client:126 - thinkingTime [50], writePercentage [100], trackerNumber [1000]
08:05:14,688 INFO  [main] Client:224 - Start performance testing with [256] threads, experimentTimeSeconds [30], commandSize [1024] bytes)
08:05:14,697 INFO  [ClientStatsWriter] Client:203 - Commands sent 0, Response received 0, Total Commands 0, Total Responses 0, Avg latency (ms) 0.00, Lantencies size 0,
08:05:15,704 INFO  [ClientStatsWriter] Client:203 - Commands sent 256, Response received 0, Total Commands 256, Total Responses 0, Avg latency (ms) 0.00, Lantencies size 0,
08:05:16,705 INFO  [ClientStatsWriter] Client:203 - Commands sent 0, Response received 0, Total Commands 256, Total Responses 0, Avg latency (ms) 0.00, Lantencies size 0,
08:05:17,706 INFO  [ClientStatsWriter] Client:203 - Commands sent 0, Response received 0, Total Commands 256, Total Responses 0, Avg latency (ms) 0.00, Lantencies size 0,
08:05:18,709 INFO  [ClientStatsWriter] Client:203 - Commands sent 3472, Response received 3599, Total Commands 3728, Total Responses 3599, Avg latency (ms) 32.86, Lantencies size 3,
08:05:19,714 INFO  [ClientStatsWriter] Client:203 - Commands sent 5477, Response received 5497, Total Commands 9205, Total Responses 9096, Avg latency (ms) 16.01, Lantencies size 6,
08:05:20,716 INFO  [ClientStatsWriter] Client:203 - Commands sent 3909, Response received 3953, Total Commands 13114, Total Responses 13049, Avg latency (ms) 75.95, Lantencies size 4,
08:05:21,717 INFO  [ClientStatsWriter] Client:203 - Commands sent 5966, Response received 5931, Total Commands 19080, Total Responses 18980, Avg latency (ms) 11.32, Lantencies size 5,
08:05:22,718 INFO  [ClientStatsWriter] Client:203 - Commands sent 3831, Response received 3821, Total Commands 22911, Total Responses 22801, Avg latency (ms) 36.13, Lantencies size 4,
08:05:23,722 INFO  [ClientStatsWriter] Client:203 - Commands sent 5195, Response received 5221, Total Commands 28106, Total Responses 28022, Avg latency (ms) 23.65, Lantencies size 6,
08:05:24,726 INFO  [ClientStatsWriter] Client:203 - Commands sent 6120, Response received 6141, Total Commands 34226, Total Responses 34163, Avg latency (ms) 11.34, Lantencies size 6,
08:05:25,727 INFO  [ClientStatsWriter] Client:203 - Commands sent 3191, Response received 3019, Total Commands 37417, Total Responses 37182, Avg latency (ms) 81.25, Lantencies size 3,
08:05:26,728 INFO  [ClientStatsWriter] Client:203 - Commands sent 4173, Response received 4293, Total Commands 41590, Total Responses 41475, Avg latency (ms) 27.99, Lantencies size 4,
08:05:27,729 INFO  [ClientStatsWriter] Client:203 - Commands sent 6286, Response received 6335, Total Commands 47876, Total Responses 47810, Avg latency (ms) 10.25, Lantencies size 6,
08:05:28,737 INFO  [ClientStatsWriter] Client:203 - Commands sent 6720, Response received 6722, Total Commands 54596, Total Responses 54532, Avg latency (ms) 8.80, Lantencies size 7,
08:05:29,738 INFO  [ClientStatsWriter] Client:203 - Commands sent 5894, Response received 5897, Total Commands 60490, Total Responses 60429, Avg latency (ms) 12.62, Lantencies size 6,
08:05:30,739 INFO  [ClientStatsWriter] Client:203 - Commands sent 4019, Response received 3990, Total Commands 64509, Total Responses 64419, Avg latency (ms) 43.24, Lantencies size 4,
08:05:31,741 INFO  [ClientStatsWriter] Client:203 - Commands sent 6394, Response received 6270, Total Commands 70903, Total Responses 70689, Avg latency (ms) 8.99, Lantencies size 6,
08:05:32,743 INFO  [ClientStatsWriter] Client:203 - Commands sent 5647, Response received 5717, Total Commands 76550, Total Responses 76406, Avg latency (ms) 11.88, Lantencies size 6,
08:05:33,744 INFO  [ClientStatsWriter] Client:203 - Commands sent 5029, Response received 5125, Total Commands 81579, Total Responses 81531, Avg latency (ms) 23.34, Lantencies size 5,
08:05:34,746 INFO  [ClientStatsWriter] Client:203 - Commands sent 4809, Response received 4762, Total Commands 86388, Total Responses 86293, Avg latency (ms) 22.27, Lantencies size 5,
08:05:35,748 INFO  [ClientStatsWriter] Client:203 - Commands sent 3111, Response received 3137, Total Commands 89499, Total Responses 89430, Avg latency (ms) 34.60, Lantencies size 3,
08:05:36,749 INFO  [ClientStatsWriter] Client:203 - Commands sent 6731, Response received 6736, Total Commands 96230, Total Responses 96166, Avg latency (ms) 7.32, Lantencies size 7,
08:05:37,750 INFO  [ClientStatsWriter] Client:203 - Commands sent 5917, Response received 5880, Total Commands 102147, Total Responses 102046, Avg latency (ms) 11.17, Lantencies size 6,
08:05:38,751 INFO  [ClientStatsWriter] Client:203 - Commands sent 4735, Response received 4744, Total Commands 106882, Total Responses 106790, Avg latency (ms) 33.10, Lantencies size 4,
08:05:39,752 INFO  [ClientStatsWriter] Client:203 - Commands sent 5489, Response received 5401, Total Commands 112371, Total Responses 112191, Avg latency (ms) 19.97, Lantencies size 6,
08:05:40,752 INFO  [ClientStatsWriter] Client:203 - Commands sent 4739, Response received 4867, Total Commands 117110, Total Responses 117058, Avg latency (ms) 14.65, Lantencies size 5,
08:05:41,753 INFO  [ClientStatsWriter] Client:203 - Commands sent 5943, Response received 5928, Total Commands 123053, Total Responses 122986, Avg latency (ms) 12.29, Lantencies size 5,
08:05:42,754 INFO  [ClientStatsWriter] Client:203 - Commands sent 6545, Response received 6542, Total Commands 129598, Total Responses 129528, Avg latency (ms) 8.89, Lantencies size 7,
08:05:43,756 INFO  [ClientStatsWriter] Client:203 - Commands sent 5972, Response received 5978, Total Commands 135570, Total Responses 135506, Avg latency (ms) 19.25, Lantencies size 6,
08:05:44,031 INFO  [Command Sender 122] Client:269 - Thread [Command Sender 122] terminated.
08:05:44,031 INFO  [Command Sender 118] Client:269 - Thread [Command Sender 118] terminated.
08:05:44,032 INFO  [Command Sender 131] Client:269 - Thread [Command Sender 131] terminated.
08:05:44,031 INFO  [Command Sender 99] Client:269 - Thread [Command Sender 99] terminated.
08:05:44,031 INFO  [Command Sender 111] Client:269 - Thread [Command Sender 111] terminated.
08:05:44,031 INFO  [Command Sender 244] Client:269 - Thread [Command Sender 244] terminated.
08:05:44,031 INFO  [Command Sender 55] Client:269 - Thread [Command Sender 55] terminated.
08:05:44,031 INFO  [Command Sender 63] Client:269 - Thread [Command Sender 63] terminated.
08:05:44,041 INFO  [Command Sender 153] Client:269 - Thread [Command Sender 153] terminated.
08:05:44,042 INFO  [Command Sender 11] Client:269 - Thread [Command Sender 11] terminated.
08:05:44,031 INFO  [Command Sender 9] Client:269 - Thread [Command Sender 9] terminated.
08:05:44,031 INFO  [Command Sender 36] Client:269 - Thread [Command Sender 36] terminated.
08:05:44,045 INFO  [Command Sender 19] Client:269 - Thread [Command Sender 19] terminated.
08:05:44,046 INFO  [Command Sender 176] Client:269 - Thread [Command Sender 176] terminated.
08:05:44,031 INFO  [Command Sender 76] Client:269 - Thread [Command Sender 76] terminated.
08:05:44,031 INFO  [Command Sender 69] Client:269 - Thread [Command Sender 69] terminated.
08:05:44,031 INFO  [Command Sender 2] Client:269 - Thread [Command Sender 2] terminated.
08:05:44,031 INFO  [Command Sender 164] Client:269 - Thread [Command Sender 164] terminated.
08:05:44,031 INFO  [Command Sender 40] Client:269 - Thread [Command Sender 40] terminated.
08:05:44,031 INFO  [Command Sender 62] Client:269 - Thread [Command Sender 62] terminated.
08:05:44,051 INFO  [Command Sender 159] Client:269 - Thread [Command Sender 159] terminated.
08:05:44,053 INFO  [Command Sender 44] Client:269 - Thread [Command Sender 44] terminated.
08:05:44,050 INFO  [Command Sender 189] Client:269 - Thread [Command Sender 189] terminated.
08:05:44,050 INFO  [Command Sender 112] Client:269 - Thread [Command Sender 112] terminated.
08:05:44,050 INFO  [Command Sender 103] Client:269 - Thread [Command Sender 103] terminated.
08:05:44,050 INFO  [Command Sender 34] Client:269 - Thread [Command Sender 34] terminated.
08:05:44,050 INFO  [Command Sender 22] Client:269 - Thread [Command Sender 22] terminated.
08:05:44,049 INFO  [Command Sender 142] Client:269 - Thread [Command Sender 142] terminated.
08:05:44,049 INFO  [Command Sender 234] Client:269 - Thread [Command Sender 234] terminated.
08:05:44,049 INFO  [Command Sender 223] Client:269 - Thread [Command Sender 223] terminated.
08:05:44,049 INFO  [Command Sender 215] Client:269 - Thread [Command Sender 215] terminated.
08:05:44,048 INFO  [Command Sender 220] Client:269 - Thread [Command Sender 220] terminated.
08:05:44,047 INFO  [Command Sender 41] Client:269 - Thread [Command Sender 41] terminated.
08:05:44,047 INFO  [Command Sender 231] Client:269 - Thread [Command Sender 231] terminated.
08:05:44,056 INFO  [Command Sender 141] Client:269 - Thread [Command Sender 141] terminated.
08:05:44,047 INFO  [Command Sender 93] Client:269 - Thread [Command Sender 93] terminated.
