12:50:04,346 INFO  [main] RawABListener:48 - Initing a RawABListener...
12:50:04,353 INFO  [main] Node:101 - PID: 5993
12:50:04,499 INFO  [main] NetworkManager:117 - NetworkManager tcp_nodelay: true
12:50:04,502 INFO  [main] NetworkManager:123 - NetworkManager tcp_crc: false
12:50:04,502 INFO  [main] NetworkManager:127 - NetworkManager buf_size: 2097152
12:50:04,516 INFO  [main] ElasticLearnerRole:93 - ElasticLearnerRole replication group 1
12:50:04,516 INFO  [main] ElasticLearnerRole:97 - ElasticLearnerRole initial ring 1
12:50:04,516 INFO  [main] ElasticLearnerRole:102 - ElasticLearnerRole deliver_skip_messages: enabled
12:50:04,522 INFO  [ElasticLearner] LearnerRole:102 - Learner recovery: enabled
12:50:04,529 INFO  [ElasticLearner] LearnerRole:108 - Learner auto_trim: disabled
12:50:04,537 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 14] (succsessor: 1 at /10.10.1.2:2752)
12:50:04,606 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 14, 15] (succsessor: 15 at /10.10.1.6:2168)
12:50:04,658 INFO  [main] Replica:162 - Token [0], ringId [null], nodeId [14], snapshot_modulo [0], zoo_host [null], path [null], embebedLog [true], useDiskDb [true] with simple constructor
1669233004659, 0, 0
12:50:04,734 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 2, 14, 15] (succsessor: 15 at /10.10.1.6:2168)
12:50:04,739 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 2, 13, 14, 15] (succsessor: 15 at /10.10.1.6:2168)
1669233005659, 0, 0
1669233006659, 0, 0
1669233007660, 0, 0
1669233008660, 0, 0
1669233009661, 0, 0
1669233010661, 0, 0
1669233011661, 0, 0
1669233012662, 0, 0
1669233013662, 81, 81
1669233014663, 998, 1079
1669233015663, 1020, 2099
1669233016663, 995, 3094
1669233017664, 1029, 4123
1669233018664, 1023, 5146
1669233019664, 1012, 6158
1669233020665, 1009, 7167
1669233021665, 1005, 8172
1669233022665, 1000, 9172
1669233023666, 1028, 10200
1669233024666, 1038, 11238
1669233025667, 996, 12234
1669233026667, 1006, 13240
1669233027668, 1033, 14273
1669233028668, 983, 15256
1669233029668, 711, 15967
1669233030669, 33, 16000
1669233031669, 0, 16000
1669233032669, 0, 16000
12:50:32,698 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 13, 14, 15] (succsessor: 15 at /10.10.1.6:2168)
12:50:32,810 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/acceptors
12:50:32,811 ERROR [main-EventThread] RingManager:232 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/acceptors
12:50:32,811 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/nodes
12:50:32,811 ERROR [main-EventThread] RingManager:232 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/nodes
12:50:32,811 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/learners
