__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
19:35:36,462 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.473s. Listening on: http://0.0.0.0:8888
19:35:36,470 INFO  quarkus:91 [main] Profile prod activated. 
19:35:36,471 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
19:35:40,239 INFO  LoggerController:69 [executor-thread-1] loggerRestClients size [2]
19:35:40,243 INFO  LoggerController:140 [executor-thread-1] Executing performance test with thread counter [256] and ring counter [2]
19:35:40,669 INFO  ReplicaLoggerClient:78 [executor-thread-1] Path created [/media/disk1/b3691d40-6408-4b11-80f3-d5d4dc7886bd]
1672713340671, 0, 0
19:35:40,771 INFO  ReplicaLoggerClient:78 [executor-thread-1] Path created [/media/disk2/07417215-b2d1-4b90-808a-92d2d02c5e0d]
1672713341671, 13735, 13735
1672713342672, 17218, 30953
1672713343672, 17136, 48089
1672713344673, 15774, 63863
1672713345674, 17225, 81088
1672713346675, 17258, 98346
1672713347676, 17257, 115603
1672713348676, 17194, 132797
1672713349676, 17259, 150056
1672713350677, 17313, 167369
1672713351677, 17248, 184617
1672713352677, 17171, 201788
1672713353678, 17114, 218902
1672713354678, 17210, 236112
1672713355679, 17080, 253192
1672713356679, 17167, 270359
1672713357679, 17278, 287637
1672713358680, 17241, 304878
1672713359682, 17242, 322120
1672713360682, 17159, 339279
1672713361683, 17304, 356583
1672713362683, 17194, 373777
1672713363683, 17249, 391026
1672713364684, 17134, 408160
1672713365684, 17144, 425304
1672713366685, 17168, 442472
1672713367685, 17135, 459607
1672713368685, 17239, 476846
1672713369686, 17220, 494066
