__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
19:36:41,921 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.104s. Listening on: http://0.0.0.0:8888
19:36:41,929 INFO  quarkus:91 [main] Profile prod activated. 
19:36:41,930 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
19:36:46,001 INFO  LoggerController:69 [executor-thread-1] loggerRestClients size [2]
19:36:46,003 INFO  LoggerController:140 [executor-thread-1] Executing performance test with thread counter [512] and ring counter [2]
19:36:46,394 INFO  ReplicaLoggerClient:78 [executor-thread-1] Path created [/media/disk1/5c52f6f5-066c-4298-89f6-cc6c00761359]
1672713406395, 0, 0
19:36:46,490 INFO  ReplicaLoggerClient:78 [executor-thread-1] Path created [/media/disk2/2f6911cb-51b7-4dd3-8341-cc25edf4f8af]
1672713407395, 23362, 23362
1672713408396, 28452, 51814
1672713409396, 30296, 82110
1672713410396, 32100, 114210
1672713411397, 31586, 145796
1672713412397, 33392, 179188
1672713413398, 30423, 209611
1672713414398, 30477, 240088
1672713415398, 29608, 269696
1672713416399, 27463, 297159
1672713417399, 32211, 329370
1672713418399, 25591, 354961
1672713419400, 33376, 388337
1672713420401, 33313, 421650
1672713421401, 30303, 451953
1672713422401, 32441, 484394
1672713423402, 30353, 514747
1672713424403, 33046, 547793
1672713425403, 32288, 580081
1672713426404, 32370, 612451
1672713427404, 32855, 645306
1672713428404, 31471, 676777
1672713429405, 33472, 710249
1672713430405, 29929, 740178
1672713431405, 31949, 772127
1672713432406, 33205, 805332
1672713433406, 31681, 837013
1672713434406, 31314, 868327
1672713435407, 31137, 899464
