18:13:44,809 INFO  [main] Client:126 - thinkingTime [50], writePercentage [100], trackerNumber [8000]
18:13:44,823 INFO  [main] Client:224 - Start performance testing with [512] threads, experimentTimeSeconds [30], commandSize [1024] bytes)
18:13:44,835 INFO  [ClientStatsWriter] Client:203 - Commands sent 0, Response received 0, Total Commands 0, Total Responses 0, Avg latency (ms) 0.00, Lantencies size 0,
18:13:45,841 INFO  [ClientStatsWriter] Client:203 - Commands sent 10099, Response received 10057, Total Commands 10099, Total Responses 10057, Avg latency (ms) 4.02, Lantencies size 1,
18:13:46,843 INFO  [ClientStatsWriter] Client:203 - Commands sent 14864, Response received 14868, Total Commands 24963, Total Responses 24925, Avg latency (ms) 7.86, Lantencies size 2,
18:13:47,844 INFO  [ClientStatsWriter] Client:203 - Commands sent 10734, Response received 10580, Total Commands 35697, Total Responses 35505, Avg latency (ms) 41.74, Lantencies size 1,
18:13:48,845 INFO  [ClientStatsWriter] Client:203 - Commands sent 11670, Response received 11752, Total Commands 47367, Total Responses 47257, Avg latency (ms) 7.17, Lantencies size 1,
18:13:49,850 INFO  [ClientStatsWriter] Client:203 - Commands sent 13757, Response received 13772, Total Commands 61124, Total Responses 61029, Avg latency (ms) 6.59, Lantencies size 2,
18:13:50,851 INFO  [ClientStatsWriter] Client:203 - Commands sent 14870, Response received 14935, Total Commands 75994, Total Responses 75964, Avg latency (ms) 2.31, Lantencies size 2,
18:13:51,853 INFO  [ClientStatsWriter] Client:203 - Commands sent 15918, Response received 15921, Total Commands 91912, Total Responses 91885, Avg latency (ms) 3.56, Lantencies size 2,
18:13:52,854 INFO  [ClientStatsWriter] Client:203 - Commands sent 14659, Response received 14648, Total Commands 106571, Total Responses 106533, Avg latency (ms) 2.32, Lantencies size 2,
18:13:53,856 INFO  [ClientStatsWriter] Client:203 - Commands sent 14727, Response received 14725, Total Commands 121298, Total Responses 121258, Avg latency (ms) 2.49, Lantencies size 2,
18:13:54,857 INFO  [ClientStatsWriter] Client:203 - Commands sent 13286, Response received 13223, Total Commands 134584, Total Responses 134481, Avg latency (ms) 7.19, Lantencies size 1,
18:13:55,858 INFO  [ClientStatsWriter] Client:203 - Commands sent 13360, Response received 13326, Total Commands 147944, Total Responses 147807, Avg latency (ms) 11.54, Lantencies size 2,
18:13:56,859 INFO  [ClientStatsWriter] Client:203 - Commands sent 13319, Response received 13363, Total Commands 161263, Total Responses 161170, Avg latency (ms) 4.63, Lantencies size 2,
18:13:57,860 INFO  [ClientStatsWriter] Client:203 - Commands sent 14787, Response received 14785, Total Commands 176050, Total Responses 175955, Avg latency (ms) 2.80, Lantencies size 1,
18:13:58,866 INFO  [ClientStatsWriter] Client:203 - Commands sent 13904, Response received 13917, Total Commands 189954, Total Responses 189872, Avg latency (ms) 7.71, Lantencies size 1,
18:13:59,867 INFO  [ClientStatsWriter] Client:203 - Commands sent 13784, Response received 13700, Total Commands 203738, Total Responses 203572, Avg latency (ms) 7.98, Lantencies size 2,
18:14:00,868 INFO  [ClientStatsWriter] Client:203 - Commands sent 12548, Response received 12554, Total Commands 216286, Total Responses 216126, Avg latency (ms) 19.94, Lantencies size 2,
18:14:01,869 INFO  [ClientStatsWriter] Client:203 - Commands sent 14752, Response received 14880, Total Commands 231038, Total Responses 231006, Avg latency (ms) 2.32, Lantencies size 1,
18:14:02,870 INFO  [ClientStatsWriter] Client:203 - Commands sent 14156, Response received 14063, Total Commands 245194, Total Responses 245069, Avg latency (ms) 5.52, Lantencies size 2,
